occurred_at,status,title,show,author,published,duration,played_up_to,starred,url,podcast_uuid,episode_uuid
"2018-08-30 21:16:56",played,,,,,,831,,,,20bb9158-da91-46fb-82a5-f7b43a2525a9
"2018-09-10 19:20:48",played,,,,,,2023,,,,c689e00c-190a-4985-893c-19ffe9b9581c
"2019-03-23 19:12:36",played,,,,,,2993,,,,5822ba65-c546-462d-8f85-f7abcadb4a8b
"2019-03-23 19:12:36",in-progress,,,,,,1448,,,,fa00a73a-cbac-4b63-a63e-72463ccf0390
"2019-03-23 19:12:36",in-progress,"No Such Thing As A Seven Foot Bond","No Such Thing As A Fish","No Such Thing As A Fish","2018-08-31 18:00:00",2099,666,,https://pdst.fm/e/arttrk.com/p/ABMA5/pscrb.fm/rss/p/prfx.byspotify.com/e/dts.podtrac.com/redirect.mp3/audioboom.com/posts/6990798.mp3?modified=1751549367&sid=2399216&source=rss,e00f3310-8e81-0131-8b7c-723c91aeae46,7a103d3d-725d-44a1-8651-8320ae3625af
"2019-03-23 19:12:36",played,"No Such Thing As A 24-Minute Podcast","No Such Thing As A Fish","No Such Thing As A Fish","2018-08-24 18:00:00",1629,0,,https://pdst.fm/e/arttrk.com/p/ABMA5/pscrb.fm/rss/p/prfx.byspotify.com/e/dts.podtrac.com/redirect.mp3/audioboom.com/posts/6983148.mp3?modified=1751549926&sid=2399216&source=rss,e00f3310-8e81-0131-8b7c-723c91aeae46,d64f1e1b-0d61-434b-9b9a-ba172405f71d
"2019-04-30 19:41:47",in-progress,,,,,,0,,,,e401565f-1fb6-48fc-b4ad-e9775f4b4d5f
"2019-04-30 19:41:47",in-progress,,,,,311,44,,,,25face21-505c-436f-b2b0-08f92b943408
"2019-04-30 19:41:47",in-progress,,,,,648,261,,,,502de9b1-6c68-49f6-a42b-7da3d6d9f872
"2019-04-30 19:41:47",in-progress,,,,,3779,1407,,,,30a79205-fd31-407c-a647-b60d6d320f32
"2019-04-30 19:41:47",in-progress,,,,,4622,159,,,,bbcb9f4f-bcf8-4b6d-b3f8-7d0afe756ef4
"2019-04-30 19:41:47",in-progress,"No Such Thing As A Man In A Wine Bottle","No Such Thing As A Fish","No Such Thing As A Fish","2019-03-29 15:59:25",2251,406,,https://pdst.fm/e/arttrk.com/p/ABMA5/pscrb.fm/rss/p/prfx.byspotify.com/e/dts.podtrac.com/redirect.mp3/audioboom.com/posts/7217172.mp3?modified=1751530718&sid=2399216&source=rss,e00f3310-8e81-0131-8b7c-723c91aeae46,cb372071-5aca-4e5f-8a1d-3d118347037b
"2019-04-30 19:41:47",in-progress,"No Such Thing As A Giant War Sausage","No Such Thing As A Fish","No Such Thing As A Fish","2019-03-15 16:00:00",2046,1731,,https://pdst.fm/e/arttrk.com/p/ABMA5/pscrb.fm/rss/p/prfx.byspotify.com/e/dts.podtrac.com/redirect.mp3/audioboom.com/posts/7203524.mp3?modified=1751531977&sid=2399216&source=rss,e00f3310-8e81-0131-8b7c-723c91aeae46,d8db03a6-74ef-488a-8cb0-0935cb3c0ab1
"2019-06-10 11:35:19",played,"No Such Thing As Mission Impossible For Slugs","No Such Thing As A Fish","No Such Thing As A Fish","2019-05-03 16:00:00",2194,2374,,https://pdst.fm/e/arttrk.com/p/ABMA5/pscrb.fm/rss/p/prfx.byspotify.com/e/dts.podtrac.com/redirect.mp3/audioboom.com/posts/7250830.mp3?modified=1751527718&sid=2399216&source=rss,e00f3310-8e81-0131-8b7c-723c91aeae46,80a5b99e-7ee0-4cec-a567-08786d951e4a
"2019-09-11 23:31:47",played,,,,,2087,2087,,,,4fa1fcd9-ba6c-4a54-aa1d-fea475d382eb
"2019-09-22 23:54:13",played,"No Such Thing As A Safe Robot","No Such Thing As A Fish","No Such Thing As A Fish","2019-05-31 16:00:00",2364,2350,,https://pdst.fm/e/arttrk.com/p/ABMA5/pscrb.fm/rss/p/prfx.byspotify.com/e/dts.podtrac.com/redirect.mp3/audioboom.com/posts/7275399.mp3?modified=1751525329&sid=2399216&source=rss,e00f3310-8e81-0131-8b7c-723c91aeae46,660899ea-a969-4338-bffb-d45755a28254
"2019-11-24 15:51:36",played,,,,,,2755,,,,0859b9af-cc5b-420f-9794-a701a70a1bf5
"2019-11-24 15:51:36",played,"No Such Thing As Pets In Heaven","No Such Thing As A Fish","No Such Thing As A Fish","2019-09-20 14:00:00",2708,2708,,https://pdst.fm/e/arttrk.com/p/ABMA5/pscrb.fm/rss/p/prfx.byspotify.com/e/dts.podtrac.com/redirect.mp3/audioboom.com/posts/7374496.mp3?modified=1751515796&sid=2399216&source=rss,e00f3310-8e81-0131-8b7c-723c91aeae46,2676fe35-e9f6-48fe-9ca3-b9b31b357ef6
"2019-11-24 15:51:36",played,"No Such Thing As Salty Yeti Bones","No Such Thing As A Fish","No Such Thing As A Fish","2019-08-30 14:00:00",2592,2592,,https://pdst.fm/e/arttrk.com/p/ABMA5/pscrb.fm/rss/p/prfx.byspotify.com/e/dts.podtrac.com/redirect.mp3/audioboom.com/posts/7355591.mp3?modified=1751517587&sid=2399216&source=rss,e00f3310-8e81-0131-8b7c-723c91aeae46,55db38d2-97f6-42d0-a5b5-d5d1178d119b
"2019-11-24 15:51:36",played,"No Such Thing As A  Non-Judgemental Herring","No Such Thing As A Fish","No Such Thing As A Fish","2019-06-07 16:00:00",2783,2783,,https://pdst.fm/e/arttrk.com/p/ABMA5/pscrb.fm/rss/p/prfx.byspotify.com/e/dts.podtrac.com/redirect.mp3/audioboom.com/posts/7280612.mp3?modified=1751524822&sid=2399216&source=rss,e00f3310-8e81-0131-8b7c-723c91aeae46,a9e722bb-32e1-4e18-b817-c76f21eaecbf
"2019-11-24 15:51:36",played,"No Such Thing As A Banana With Wifi","No Such Thing As A Fish","No Such Thing As A Fish","2019-09-13 14:00:00",2451,2451,,https://pdst.fm/e/arttrk.com/p/ABMA5/pscrb.fm/rss/p/prfx.byspotify.com/e/dts.podtrac.com/redirect.mp3/audioboom.com/posts/7368306.mp3?modified=1751516371&sid=2399216&source=rss,e00f3310-8e81-0131-8b7c-723c91aeae46,fb0039a8-a137-4b45-8837-7f5f2b4211f1
"2019-11-24 20:16:12",played,"No Such Thing As Giving Birth Up A Climbing Wall","No Such Thing As A Fish","No Such Thing As A Fish","2019-09-06 14:00:00",3151,3151,,https://pdst.fm/e/arttrk.com/p/ABMA5/pscrb.fm/rss/p/prfx.byspotify.com/e/dts.podtrac.com/redirect.mp3/audioboom.com/posts/7361167.mp3?modified=1751517034&sid=2399216&source=rss,e00f3310-8e81-0131-8b7c-723c91aeae46,8a510072-5991-4f8f-932d-66b213f7432a
"2019-11-30 15:38:37",played,"Google Pixel 4 Reactions & a Chat with iJustine & Jenna Ezarik","Waveform: The MKBHD Podcast",MKBHD,"2019-10-18 08:30:00",4799,4799,,https://www.podtrac.com/pts/redirect.mp3/pdst.fm/e/pscrb.fm/rss/p/mgln.ai/e/257/traffic.megaphone.fm/STU5116631885.mp3,7d9a4610-9673-0137-4052-0acc26574db2,5cfac125-d21f-4db0-9295-3cfd6630f1d5
"2019-11-30 15:38:37",played,"Microsoft's New & Future Products and Talking Tesla & Hackintosh w/ Quinn from SnazzyLabs","Waveform: The MKBHD Podcast",MKBHD,"2019-10-04 09:00:00",4543,4543,,https://www.podtrac.com/pts/redirect.mp3/pdst.fm/e/pscrb.fm/rss/p/mgln.ai/e/257/traffic.megaphone.fm/STU4704919282.mp3?updated=1570126646,7d9a4610-9673-0137-4052-0acc26574db2,a90e26bc-2289-4533-b45e-e2fc831e8bd2
"2019-12-31 01:41:12",in-progress,"No Such Thing As A Scuba Diver Covered With Meat","No Such Thing As A Fish","No Such Thing As A Fish","2019-06-14 16:00:00",2331,2072,,https://pdst.fm/e/arttrk.com/p/ABMA5/pscrb.fm/rss/p/prfx.byspotify.com/e/dts.podtrac.com/redirect.mp3/audioboom.com/posts/7287009.mp3?modified=1751524126&sid=2399216&source=rss,e00f3310-8e81-0131-8b7c-723c91aeae46,04190402-3cb6-4239-81c9-f66aaeee3e78
"2020-03-02 11:59:06",in-progress,,,,,1026,66,,,,d2b5ec19-2f7c-440c-bbbe-381abf711259
"2020-03-02 11:59:07",in-progress,"No Such Thing As A 15-Hour Working Week","No Such Thing As A Fish","No Such Thing As A Fish","2019-11-08 14:05:07",3372,185,,https://pdst.fm/e/arttrk.com/p/ABMA5/pscrb.fm/rss/p/prfx.byspotify.com/e/dts.podtrac.com/redirect.mp3/audioboom.com/posts/7418788.mp3?modified=1751511668&sid=2399216&source=rss,e00f3310-8e81-0131-8b7c-723c91aeae46,a178bda1-57fb-424b-a347-5a2ba089898e
"2020-03-02 11:59:08",in-progress,"No Such Thing As A Quintruple-Cooked Chip","No Such Thing As A Fish","No Such Thing As A Fish","2019-10-18 14:00:00",3443,2220,,https://pdst.fm/e/arttrk.com/p/ABMA5/pscrb.fm/rss/p/prfx.byspotify.com/e/dts.podtrac.com/redirect.mp3/audioboom.com/posts/7400016.mp3?modified=1751513440&sid=2399216&source=rss,e00f3310-8e81-0131-8b7c-723c91aeae46,26691d2b-338d-41b6-bed9-f9c897127b30
"2020-03-02 11:59:11",in-progress,"Apple's New Airpods Pro, #TeamTrees, & the Twitch vs Mixer Streaming Platform Battle","Waveform: The MKBHD Podcast",MKBHD,"2019-11-01 07:30:00",4488,1541,,https://www.podtrac.com/pts/redirect.mp3/pdst.fm/e/pscrb.fm/rss/p/mgln.ai/e/257/traffic.megaphone.fm/STU9289121669.mp3,7d9a4610-9673-0137-4052-0acc26574db2,0700d683-ae56-43d9-9768-234bf3b0d93e
"2020-03-02 11:59:12",in-progress,,,,,2312,754,,,,89197428-cfca-40ff-b8b0-f9ed321b4bf9
"2020-03-02 11:59:16",in-progress,,,,,,718,,,,14bba35d-cf4e-4f14-9678-b6b7ab5e06f5
"2020-03-02 11:59:18",in-progress,,,,,562,0,,,,9654d107-be2c-4c22-b97f-bbfc902e0e12
"2020-03-02 11:59:20",in-progress,"No Such Thing As An Innocent Pisces Sign","No Such Thing As A Fish","No Such Thing As A Fish","2019-04-26 16:00:00",2477,1296,,https://pdst.fm/e/arttrk.com/p/ABMA5/pscrb.fm/rss/p/prfx.byspotify.com/e/dts.podtrac.com/redirect.mp3/audioboom.com/posts/7243055.mp3?modified=1751528385&sid=2399216&source=rss,e00f3310-8e81-0131-8b7c-723c91aeae46,373a9cc0-0749-4a3f-a3c5-70e16f16e404
"2020-03-02 11:59:22",in-progress,,,,,,243,,,,3095eb55-7dd3-4cec-9d70-d1db6eaa85d5
"2020-03-02 11:59:23",in-progress,,,,,,726,,,,f7107714-47cc-4c7c-a813-b3345e884328
"2020-03-02 11:59:25",in-progress,,,,,,151,,,,72d2b53b-9cf1-4c01-9ab2-398d011406dc
"2020-03-02 13:55:18",in-progress,"No Such Thing As A Mungmonger","No Such Thing As A Fish","No Such Thing As A Fish","2020-02-28 14:00:00",3068,0,,https://pdst.fm/e/arttrk.com/p/ABMA5/pscrb.fm/rss/p/prfx.byspotify.com/e/dts.podtrac.com/redirect.mp3/audioboom.com/posts/7517598.mp3?modified=1751501422&sid=2399216&source=rss,e00f3310-8e81-0131-8b7c-723c91aeae46,3c7a0d60-bdbc-4fdb-8abe-fa783b46e662
"2020-03-02 16:00:14",in-progress,,,,,0,0,,,,96e05937-8954-46d1-bf61-26e5d2508983
"2020-03-03 10:31:04",in-progress,,,,,0,4466,,,,4b53ecc5-a188-43a5-9776-ca9670f38381
"2020-03-03 11:11:59",played,"No Such Thing As The Best Bubble","No Such Thing As A Fish","No Such Thing As A Fish","2020-02-21 14:00:00",3021,862,,https://pdst.fm/e/arttrk.com/p/ABMA5/pscrb.fm/rss/p/prfx.byspotify.com/e/dts.podtrac.com/redirect.mp3/audioboom.com/posts/7511056.mp3?modified=1751502016&sid=2399216&source=rss,e00f3310-8e81-0131-8b7c-723c91aeae46,bded90a1-3ba4-48a0-ab28-0f742a3b99c3
"2020-04-18 16:28:09",in-progress,,,,,0,0,,,,69d0fb1d-93f1-47c5-bfa7-bcd0862deb13
"2020-04-18 17:38:03",in-progress,"No Such Thing As Panic Buying Frankincense","No Such Thing As A Fish","No Such Thing As A Fish","2020-04-17 14:00:00",0,0,,https://pdst.fm/e/arttrk.com/p/ABMA5/pscrb.fm/rss/p/prfx.byspotify.com/e/dts.podtrac.com/redirect.mp3/audioboom.com/posts/7559203.mp3?modified=1751497282&sid=2399216&source=rss,e00f3310-8e81-0131-8b7c-723c91aeae46,659e55b6-5c53-41ee-a626-0fecf95066fd
"2020-04-18 23:19:23",played,,,,,1454,1454,,,,ccd36bc2-6bb6-4fed-a391-fe115e798e8a
"2020-04-18 23:19:23",played,"No Such Thing As Quentin Tarantino's Bambi","No Such Thing As A Fish","No Such Thing As A Fish","2020-03-13 14:12:22",2979,2979,,https://pdst.fm/e/arttrk.com/p/ABMA5/pscrb.fm/rss/p/prfx.byspotify.com/e/dts.podtrac.com/redirect.mp3/audioboom.com/posts/7530190.mp3?modified=1751500217&sid=2399216&source=rss,e00f3310-8e81-0131-8b7c-723c91aeae46,3f456035-0935-439e-b848-68e534bba9d3
"2020-04-18 23:19:23",in-progress,"No Such Thing As A Dangerous Coconut","No Such Thing As A Fish","No Such Thing As A Fish","2020-03-20 14:00:00",3425,0,,https://pdst.fm/e/arttrk.com/p/ABMA5/pscrb.fm/rss/p/prfx.byspotify.com/e/dts.podtrac.com/redirect.mp3/audioboom.com/posts/7535489.mp3?modified=1751499665&sid=2399216&source=rss,e00f3310-8e81-0131-8b7c-723c91aeae46,53cb41a9-f24d-44a4-956e-45e9efb084dd
"2020-04-18 23:54:12",played,,,,,1623,1623,,,,aea1246a-4dae-4051-a62d-7ff016c72422
"2020-04-22 10:00:29",in-progress,,,,,0,939,,,,4d986046-e268-490f-b9c0-3bb372e8e009
"2020-04-22 10:00:30",in-progress,"Bill Gate's Porsche Taycan & Folding Phone Controversies","Waveform: The MKBHD Podcast",MKBHD,"2020-02-21 08:30:00",3930,3648,,https://www.podtrac.com/pts/redirect.mp3/pdst.fm/e/pscrb.fm/rss/p/mgln.ai/e/257/traffic.megaphone.fm/STU7166580126.mp3?updated=1582238317,7d9a4610-9673-0137-4052-0acc26574db2,d7c7ad72-2212-4624-b251-d6ac6f3e7772
"2020-04-22 10:00:34",in-progress,,,,,0,299,,,,bb33ae34-d7e2-4e90-99e2-2b8d1a4c3f7e
"2020-04-22 10:00:35",in-progress,,,,,4656,93,,,,3922d614-45fe-4f8a-8b38-8ba6604f1d05
"2020-04-23 21:45:59",played,,,,,909,909,,,,e891b9e1-0a32-413d-95e3-88a021245848
"2020-04-23 22:26:13",played,,,,,1764,1764,,,,88eae567-e53f-40ca-80ce-f2bc80ec0ed6
"2020-04-23 22:26:13",played,,,,,2971,2971,,,,da242feb-6ae9-4c20-878f-848fa7b8a9ee
"2020-04-25 19:06:49",in-progress,"No Such Thing As a Leg Made from Milk","No Such Thing As A Fish","No Such Thing As A Fish","2020-04-10 14:00:00",2608,0,,https://pdst.fm/e/arttrk.com/p/ABMA5/pscrb.fm/rss/p/prfx.byspotify.com/e/dts.podtrac.com/redirect.mp3/audioboom.com/posts/7552962.mp3?modified=1751497784&sid=2399216&source=rss,e00f3310-8e81-0131-8b7c-723c91aeae46,1f4d4018-9f34-4c4d-ba90-6318b9f22f16
"2020-04-28 20:51:51",played,,,,,0,0,,,,91896840-0604-4e55-834c-e39f69d80d56
"2020-05-28 03:56:35",in-progress,"No Such Thing As A Frothy Beer","No Such Thing As A Fish","No Such Thing As A Fish","2020-05-15 14:00:00",3053,0,,https://pdst.fm/e/arttrk.com/p/ABMA5/pscrb.fm/rss/p/prfx.byspotify.com/e/dts.podtrac.com/redirect.mp3/audioboom.com/posts/7582319.mp3?modified=1751494770&sid=2399216&source=rss,e00f3310-8e81-0131-8b7c-723c91aeae46,a67d08b2-9c9c-4c01-ad41-2c45977920ed
"2020-05-28 04:57:03",in-progress,"No Such Thing As A Crown Of Willie Thornes","No Such Thing As A Fish","No Such Thing As A Fish","2020-05-22 14:00:00",0,0,,https://pdst.fm/e/arttrk.com/p/ABMA5/pscrb.fm/rss/p/prfx.byspotify.com/e/dts.podtrac.com/redirect.mp3/audioboom.com/posts/7588275.mp3?modified=1751494175&sid=2399216&source=rss,e00f3310-8e81-0131-8b7c-723c91aeae46,5925396c-8403-431d-bc48-4371cf72628a
"2020-05-28 05:15:11",in-progress,,,,,1298,0,,,,c58e1ae2-7eef-48e4-87c7-9f5d932166ea
"2020-05-28 06:11:02",in-progress,"No Such Thing As 'Of Quails and Men'","No Such Thing As A Fish","No Such Thing As A Fish","2020-04-24 14:00:00",3347,0,,https://pdst.fm/e/arttrk.com/p/ABMA5/pscrb.fm/rss/p/prfx.byspotify.com/e/dts.podtrac.com/redirect.mp3/audioboom.com/posts/7564999.mp3?modified=1751496566&sid=2399216&source=rss,e00f3310-8e81-0131-8b7c-723c91aeae46,b0eee774-63e5-4cd3-b510-b27ca18599a9
"2020-05-28 21:00:55",in-progress,,,,,0,591,,,,16361df1-87ea-4dec-9a18-89d7690d7be7
"2020-06-10 05:14:19",played,"No Such Thing As A Hairy Gearstick","No Such Thing As A Fish","No Such Thing As A Fish","2020-05-08 14:00:00",2966,2789,,https://pdst.fm/e/arttrk.com/p/ABMA5/pscrb.fm/rss/p/prfx.byspotify.com/e/dts.podtrac.com/redirect.mp3/audioboom.com/posts/7577302.mp3?modified=1751495428&sid=2399216&source=rss,e00f3310-8e81-0131-8b7c-723c91aeae46,a55b3d07-eefe-421b-a94f-1817bbf3259b
"2020-07-01 13:32:59",played,"No Such Thing As A SCUBA Diver In A Tree","No Such Thing As A Fish","No Such Thing As A Fish","2020-06-26 14:00:00",0,3204,,https://pdst.fm/e/arttrk.com/p/ABMA5/pscrb.fm/rss/p/prfx.byspotify.com/e/dts.podtrac.com/redirect.mp3/audioboom.com/posts/7617059.mp3?modified=1751490641&sid=2399216&source=rss,e00f3310-8e81-0131-8b7c-723c91aeae46,4c0f6b84-b98c-4beb-bf7f-a436c5a9da16
"2020-07-02 00:35:15",played,"No Such Thing As The iSausage","No Such Thing As A Fish","No Such Thing As A Fish","2020-06-22 16:30:00",0,3571,,https://pdst.fm/e/arttrk.com/p/ABMA5/pscrb.fm/rss/p/prfx.byspotify.com/e/dts.podtrac.com/redirect.mp3/audioboom.com/posts/7613539.mp3?modified=1751491280&sid=2399216&source=rss,e00f3310-8e81-0131-8b7c-723c91aeae46,987fc534-b232-45f9-8304-002d363401a6
"2020-07-23 02:34:17",played,,,,,1667,1667,,,,67c648e7-eda2-440d-80b4-fa40baeca4a5
"2020-08-23 18:09:17",played,"No Such Thing As A Babysitter's Trade Union","No Such Thing As A Fish","No Such Thing As A Fish","2020-08-14 14:00:00",3404,3404,,https://pdst.fm/e/arttrk.com/p/ABMA5/pscrb.fm/rss/p/prfx.byspotify.com/e/dts.podtrac.com/redirect.mp3/audioboom.com/posts/7657148.mp3?modified=1751486365&sid=2399216&source=rss,e00f3310-8e81-0131-8b7c-723c91aeae46,88c2f659-7145-4c2b-8e7c-12ab2609bf3b
"2020-08-23 18:16:20",played,,,,,0,1073,,,,833128ee-c685-41c7-88f7-b5e4b61038c0
"2020-08-23 19:35:32",played,"No Such Thing As A Cardigan For Ginger Rogers","No Such Thing As A Fish","No Such Thing As A Fish","2020-08-21 14:00:00",0,3447,,https://pdst.fm/e/arttrk.com/p/ABMA5/pscrb.fm/rss/p/prfx.byspotify.com/e/dts.podtrac.com/redirect.mp3/audioboom.com/posts/7662592.mp3?modified=1751485788&sid=2399216&source=rss,e00f3310-8e81-0131-8b7c-723c91aeae46,da3f3e85-a003-4c41-90d4-0180aecc91c2
"2020-08-25 18:51:07",played,,,,,1943,1943,,,,3d79682a-bfc7-4ae1-93f1-ce0c3975b3c6
"2020-08-25 20:07:10",in-progress,,,,,0,2726,,,,f1437ee5-faa1-40c5-a813-1eb9479ac9ad
"2020-08-28 09:57:08",played,,,,,0,142,,,,831c3ec5-5fb6-478a-9c26-b5f969000f48
"2020-08-31 12:18:32",played,,,,,2040,2040,,,,4d81c9a9-d69c-4477-bd69-4f480eb0c88e
"2020-08-31 12:18:32",played,"No Such Thing As Fingerprints On The Avocados","No Such Thing As A Fish","No Such Thing As A Fish","2020-08-07 15:00:00",3130,3130,,https://pdst.fm/e/arttrk.com/p/ABMA5/pscrb.fm/rss/p/prfx.byspotify.com/e/dts.podtrac.com/redirect.mp3/audioboom.com/posts/7651718.mp3?modified=1751487037&sid=2399216&source=rss,e00f3310-8e81-0131-8b7c-723c91aeae46,69375f60-4b5d-4645-ba9e-58f11bdcc515
"2021-04-28 01:26:29",played,"No Such Thing As George Clooney In A Blackcurrant Suit","No Such Thing As A Fish","No Such Thing As A Fish","2021-04-23 14:00:00",0,3769,,https://pdst.fm/e/arttrk.com/p/ABMA5/pscrb.fm/rss/p/prfx.byspotify.com/e/dts.podtrac.com/redirect.mp3/audioboom.com/posts/7848257.mp3?modified=1751464292&sid=2399216&source=rss,e00f3310-8e81-0131-8b7c-723c91aeae46,b519910c-f308-48a3-ab9a-1877c4d8dfd3
"2021-05-31 12:42:40",in-progress,,,,,0,433,,,,a7aacae1-239d-4a6d-9870-69de712cce76
"2021-08-09 02:54:16",played,"No Such Thing As A Ping Pong Ballbag","No Such Thing As A Fish","No Such Thing As A Fish","2021-06-25 14:00:00",2887,2887,,https://pdst.fm/e/arttrk.com/p/ABMA5/pscrb.fm/rss/p/prfx.byspotify.com/e/dts.podtrac.com/redirect.mp3/audioboom.com/posts/7892783.mp3?modified=1751458805&sid=2399216&source=rss,e00f3310-8e81-0131-8b7c-723c91aeae46,da4a3014-5612-4aa1-8554-9fca9b335eb6
"2021-09-04 16:37:25",played,"No Such Thing As The Mole Street Journal","No Such Thing As A Fish","No Such Thing As A Fish","2021-06-11 14:00:00",3347,3347,,https://pdst.fm/e/arttrk.com/p/ABMA5/pscrb.fm/rss/p/prfx.byspotify.com/e/dts.podtrac.com/redirect.mp3/audioboom.com/posts/7884440.mp3?modified=1751460053&sid=2399216&source=rss,e00f3310-8e81-0131-8b7c-723c91aeae46,0ff330d4-0ccf-4f2a-9d7d-58a79fefc4e6
"2021-11-12 16:38:10",played,"No Such Thing As An Upside-Down Upside-Down Bat","No Such Thing As A Fish","No Such Thing As A Fish","2021-11-05 14:00:00",3106,3106,,https://pdst.fm/e/arttrk.com/p/ABMA5/pscrb.fm/rss/p/prfx.byspotify.com/e/dts.podtrac.com/redirect.mp3/audioboom.com/posts/7974456.mp3?modified=1751447428&sid=2399216&source=rss,e00f3310-8e81-0131-8b7c-723c91aeae46,87c97811-64a7-49d9-8511-4b824ac66445
"2021-12-19 14:17:50",played,"No Such Thing As A Fourteen Humped Camel","No Such Thing As A Fish","No Such Thing As A Fish","2021-10-08 14:00:00",2554,2554,,https://pdst.fm/e/arttrk.com/p/ABMA5/pscrb.fm/rss/p/prfx.byspotify.com/e/dts.podtrac.com/redirect.mp3/audioboom.com/posts/7956194.mp3?modified=1751449781&sid=2399216&source=rss,e00f3310-8e81-0131-8b7c-723c91aeae46,d087bdce-82c0-44a6-b4a4-b6ad393e5fb5
"2022-02-14 13:01:43",in-progress,"No Such Thing As Sexy Toda Milkman Time","No Such Thing As A Fish","No Such Thing As A Fish","2021-10-29 14:00:00",2823,2823,,https://pdst.fm/e/arttrk.com/p/ABMA5/pscrb.fm/rss/p/prfx.byspotify.com/e/dts.podtrac.com/redirect.mp3/audioboom.com/posts/7969108.mp3?modified=1751448015&sid=2399216&source=rss,e00f3310-8e81-0131-8b7c-723c91aeae46,273e7e9f-a5f5-4cd8-bbb6-9cdf9fde1fba
"2022-02-15 16:16:01",played,"No Such Thing As Squid Playing Games","No Such Thing As A Fish","No Such Thing As A Fish","2022-02-11 14:32:00",0,3554,,https://pdst.fm/e/arttrk.com/p/ABMA5/pscrb.fm/rss/p/prfx.byspotify.com/e/dts.podtrac.com/redirect.mp3/audioboom.com/posts/8028925.mp3?modified=1751439065&sid=2399216&source=rss,e00f3310-8e81-0131-8b7c-723c91aeae46,0aa6992e-8942-49e9-8271-1e08c8960339
"2022-02-15 17:05:16",played,"No Such Thing As A John Lennon Statue in Svalbard","No Such Thing As A Fish","No Such Thing As A Fish","2022-02-04 14:00:00",0,2587,,https://pdst.fm/e/arttrk.com/p/ABMA5/pscrb.fm/rss/p/prfx.byspotify.com/e/dts.podtrac.com/redirect.mp3/audioboom.com/posts/8024403.mp3?modified=1751439587&sid=2399216&source=rss,e00f3310-8e81-0131-8b7c-723c91aeae46,fca2582c-8103-4279-a0a6-afc9df1fda01
"2022-02-15 17:59:30",in-progress,"No Such Thing As Cristiano Ronaldo Eating Pistachios","No Such Thing As A Fish","No Such Thing As A Fish","2022-01-28 14:00:00",0,3250,,https://pdst.fm/e/arttrk.com/p/ABMA5/pscrb.fm/rss/p/prfx.byspotify.com/e/dts.podtrac.com/redirect.mp3/audioboom.com/posts/8020215.mp3?modified=1751440227&sid=2399216&source=rss,e00f3310-8e81-0131-8b7c-723c91aeae46,ed82d013-6bd7-4317-a4d4-f8f10e7f9dfe
"2022-03-01 17:17:45",played,"No Such Thing As A Cheesus Christ","No Such Thing As A Fish","No Such Thing As A Fish","2022-01-21 14:00:00",0,2709,,https://pdst.fm/e/arttrk.com/p/ABMA5/pscrb.fm/rss/p/prfx.byspotify.com/e/dts.podtrac.com/redirect.mp3/audioboom.com/posts/8016372.mp3?modified=1751440793&sid=2399216&source=rss,e00f3310-8e81-0131-8b7c-723c91aeae46,f0433520-85fd-488d-a35d-5b9a85f9f33c
"2022-05-27 14:43:29",played,"No Such Thing As The Ken Ages","No Such Thing As A Fish","No Such Thing As A Fish","2022-05-06 14:00:00",3105,3105,,https://pdst.fm/e/arttrk.com/p/ABMA5/pscrb.fm/rss/p/prfx.byspotify.com/e/dts.podtrac.com/redirect.mp3/audioboom.com/posts/8079045.mp3?modified=1751431813&sid=2399216&source=rss,e00f3310-8e81-0131-8b7c-723c91aeae46,02a0c838-d28b-44a0-b0b8-e8413bffe1da
"2022-07-15 04:20:26",played,,,,,1964,1964,,,,507b2b17-79de-4173-8023-fc608a6ac19c
"2022-07-15 04:20:26",played,,,,,6643,6643,,,,2c687f14-43db-4f27-ad6e-ff05cb5bc1ea
"2022-10-24 17:18:07",in-progress,,,,,,0,,,,3f12bfdd-f248-41a4-9ce2-db8ee1d8bc23
"2022-10-24 17:18:08",in-progress,"No Such Thing As A Tiny Ferris Wheel","No Such Thing As A Fish","No Such Thing As A Fish","2020-03-27 14:00:00",3060,0,,https://pdst.fm/e/arttrk.com/p/ABMA5/pscrb.fm/rss/p/prfx.byspotify.com/e/dts.podtrac.com/redirect.mp3/audioboom.com/posts/7540863.mp3?modified=1751499024&sid=2399216&source=rss,e00f3310-8e81-0131-8b7c-723c91aeae46,40f1873b-c242-4b45-8bd5-2bfc09815ac1
"2022-10-24 17:18:08",in-progress,"No Such Thing As Mambo No. 2","No Such Thing As A Fish","No Such Thing As A Fish","2020-06-05 14:00:00",2961,2299,,https://pdst.fm/e/arttrk.com/p/ABMA5/pscrb.fm/rss/p/prfx.byspotify.com/e/dts.podtrac.com/redirect.mp3/audioboom.com/posts/7599106.mp3?modified=1751493041&sid=2399216&source=rss,e00f3310-8e81-0131-8b7c-723c91aeae46,4a8188b1-e90d-42db-b26d-54e5fd4efca8
"2022-10-24 17:18:11",in-progress,,,,,1637,133,,,,924f68b4-b2b8-4293-8929-dfef272eb07a
