occurred_at,status,title,show,author,published,duration,played_up_to,starred,url,podcast_uuid,episode_uuid
"2022-10-24 17:18:11",in-progress,"No Such Thing As An Earwig Family Zoom Chat","No Such Thing As A Fish","No Such Thing As A Fish","2020-06-12 14:00:00",0,2673,,https://pdst.fm/e/arttrk.com/p/ABMA5/pscrb.fm/rss/p/prfx.byspotify.com/e/dts.podtrac.com/redirect.mp3/audioboom.com/posts/7603240.mp3?modified=1751492426&sid=2399216&source=rss,e00f3310-8e81-0131-8b7c-723c91aeae46,93432735-7e0e-4477-b930-cf4502137977
"2022-10-24 17:18:12",in-progress,,,,,,9,,,,50f842f1-d407-4a54-8454-088abfc44138
"2022-10-24 17:18:13",in-progress,,,,,5839,1624,,,,689a2b71-339d-4cfc-9d81-b0fa14341382
"2022-10-24 17:18:13",in-progress,,,,,3264,463,,,,3678c2ab-3df9-4ee8-92bd-730b35ee7af0
"2022-10-24 17:18:14",in-progress,,,,,,3,,,,fe90468a-b95b-4e04-9d7b-34ab885cdecb
"2022-10-24 17:18:14",in-progress,"No Such Thing As A Delicious Emergency Salad","No Such Thing As A Fish","No Such Thing As A Fish","2020-08-28 14:00:00",3346,1560,,https://pdst.fm/e/arttrk.com/p/ABMA5/pscrb.fm/rss/p/prfx.byspotify.com/e/dts.podtrac.com/redirect.mp3/audioboom.com/posts/7668658.mp3?modified=1751485257&sid=2399216&source=rss,e00f3310-8e81-0131-8b7c-723c91aeae46,47590456-dcf5-454e-b5ed-72114bf213df
"2022-10-24 17:18:15",in-progress,,,,,0,30,,,,cfaf253b-df14-46c7-9a95-3b82970913ed
"2022-10-24 17:18:15",in-progress,"No Such Thing As A Squiggly Pineapple","No Such Thing As A Fish","No Such Thing As A Fish","2021-03-05 14:30:00",3653,946,,https://pdst.fm/e/arttrk.com/p/ABMA5/pscrb.fm/rss/p/prfx.byspotify.com/e/dts.podtrac.com/redirect.mp3/audioboom.com/posts/7816132.mp3?modified=1751469045&sid=2399216&source=rss,e00f3310-8e81-0131-8b7c-723c91aeae46,94107958-17f3-4834-acc8-1beee0a036f5
"2022-10-24 17:18:16",in-progress,,,,,0,103,,,,ea062873-204e-4b2c-9848-43fad2fec2d8
"2022-10-24 17:18:16",in-progress,,,,,0,43,,,,e833d194-28f2-4cb9-818d-9c155b3d9615
"2022-10-24 17:18:17",in-progress,"No Such Thing As A Danquito","No Such Thing As A Fish","No Such Thing As A Fish","2021-08-27 14:00:00",3579,253,,https://pdst.fm/e/arttrk.com/p/ABMA5/pscrb.fm/rss/p/prfx.byspotify.com/e/dts.podtrac.com/redirect.mp3/audioboom.com/posts/7930004.mp3?modified=1751453452&sid=2399216&source=rss,e00f3310-8e81-0131-8b7c-723c91aeae46,50c129ae-82d6-47e3-8a30-98bef6ddc7d7
"2022-10-24 17:18:17",in-progress,"No Such Thing As Hamil-Son The Musical","No Such Thing As A Fish","No Such Thing As A Fish","2021-06-04 15:00:00",3126,139,,https://pdst.fm/e/arttrk.com/p/ABMA5/pscrb.fm/rss/p/prfx.byspotify.com/e/dts.podtrac.com/redirect.mp3/audioboom.com/posts/7880735.mp3?modified=1751460642&sid=2399216&source=rss,e00f3310-8e81-0131-8b7c-723c91aeae46,ebf89b6b-d71a-4924-b2eb-a4102d364f6f
"2022-10-24 17:18:18",in-progress,"No Such Thing As A Sausage Swingboat","No Such Thing As A Fish","No Such Thing As A Fish","2021-09-17 14:00:00",3585,3029,,https://pdst.fm/e/arttrk.com/p/ABMA5/pscrb.fm/rss/p/prfx.byspotify.com/e/dts.podtrac.com/redirect.mp3/audioboom.com/posts/7941259.mp3?modified=1751451669&sid=2399216&source=rss,e00f3310-8e81-0131-8b7c-723c91aeae46,b4e4f249-92a4-4825-b997-f691089199ef
"2022-10-24 17:18:19",in-progress,,,,,1349,42,,,,d53744df-f579-48f8-a388-ec72c9aee5fe
"2022-10-24 17:18:20",in-progress,,,,,1087,12,,,,c60e8779-3aea-4bad-ac1b-c75fdafe01ba
"2022-10-24 17:18:20",in-progress,"No Such Thing As Tiddlywinks In The Wild West","No Such Thing As A Fish","No Such Thing As A Fish","2022-02-25 14:00:00",0,1517,,https://pdst.fm/e/arttrk.com/p/ABMA5/pscrb.fm/rss/p/prfx.byspotify.com/e/dts.podtrac.com/redirect.mp3/audioboom.com/posts/8037509.mp3?modified=1751437828&sid=2399216&source=rss,e00f3310-8e81-0131-8b7c-723c91aeae46,0b813a0d-5edc-41b4-9da9-331478938717
"2022-10-24 17:18:21",in-progress,"No Such Thing As SpongeBob with Worms","No Such Thing As A Fish","No Such Thing As A Fish","2022-03-25 14:00:00",0,1309,,https://pdst.fm/e/arttrk.com/p/ABMA5/pscrb.fm/rss/p/prfx.byspotify.com/e/dts.podtrac.com/redirect.mp3/audioboom.com/posts/8053353.mp3?modified=1751435449&sid=2399216&source=rss,e00f3310-8e81-0131-8b7c-723c91aeae46,7929d535-b230-4626-beeb-1f97d21a5b8a
"2022-10-24 17:18:22",in-progress,"No Such Thing As Robinson Two-Soe","No Such Thing As A Fish","No Such Thing As A Fish","2022-07-08 14:00:00",3458,1719,,https://pdst.fm/e/arttrk.com/p/ABMA5/pscrb.fm/rss/p/prfx.byspotify.com/e/dts.podtrac.com/redirect.mp3/audioboom.com/posts/8116542.mp3?modified=1751425869&sid=2399216&source=rss,e00f3310-8e81-0131-8b7c-723c91aeae46,7c31e59d-3689-4840-bd57-23cd018c8118
"2022-10-24 17:18:23",in-progress,,,,,1552,1014,,,,5fc2f038-00d1-4b33-b1ae-55d34fba8069
"2022-10-24 17:18:24",in-progress,"No Such Thing As An Alexa In Heaven","No Such Thing As A Fish","No Such Thing As A Fish","2022-07-22 08:02:00",3949,697,,https://pdst.fm/e/arttrk.com/p/ABMA5/pscrb.fm/rss/p/prfx.byspotify.com/e/dts.podtrac.com/redirect.mp3/audioboom.com/posts/8124759.mp3?modified=1751424699&sid=2399216&source=rss,e00f3310-8e81-0131-8b7c-723c91aeae46,09de92e1-f4b4-4a07-886c-65c91e2c1589
"2022-10-24 17:18:25",in-progress,,,,,1984,909,,,,5a59d2cb-c20b-48d0-8933-b07fc5a06bf3
"2022-10-24 17:18:26",in-progress,,,,,2428,365,,,,a29fa470-1284-4471-ac5d-0f274ef51951
"2022-10-24 17:18:26",in-progress,,,,,153,120,,,,c4eefa4d-9af1-41e8-8044-d6d4a5c39002
"2022-11-11 00:13:59",played,"Mrs Beard reveals all about BeardMeatsFood | #7","Breaking Beard Podcast","BeardMeatsFood and Josh Gudgeon","2021-12-20 15:56:14",5377,3125,,https://traffic.megaphone.fm/APO7417591256.mp3,70d97140-1ffd-013a-d5da-0acc26574db2,e7a847eb-ec96-480a-83ee-f3d38bb02040
"2022-12-21 13:02:18",played,"No Such Thing As Deckchair Wrestling","No Such Thing As A Fish","No Such Thing As A Fish","2022-11-04 00:01:00",4022,4001,,https://pdst.fm/e/arttrk.com/p/ABMA5/pscrb.fm/rss/p/prfx.byspotify.com/e/dts.podtrac.com/redirect.mp3/audioboom.com/posts/8188148.mp3?modified=1751415703&sid=2399216&source=rss,e00f3310-8e81-0131-8b7c-723c91aeae46,fb08f72e-ad1a-4816-b334-302f5593aa67
"2022-12-21 16:04:56",played,"No Such Thing As An Acoustic Tram","No Such Thing As A Fish","No Such Thing As A Fish","2022-12-16 00:01:00",3456,3414,,https://pdst.fm/e/arttrk.com/p/ABMA5/pscrb.fm/rss/p/prfx.byspotify.com/e/dts.podtrac.com/redirect.mp3/audioboom.com/posts/8214057.mp3?modified=1751412039&sid=2399216&source=rss,e00f3310-8e81-0131-8b7c-723c91aeae46,a17339e5-9822-4f3b-abb3-3f7a0374e2f4
"2023-01-30 14:56:02",played,"No Such Thing As Glass in the Future","No Such Thing As A Fish","No Such Thing As A Fish","2022-12-09 00:01:00",3366,3366,,https://pdst.fm/e/arttrk.com/p/ABMA5/pscrb.fm/rss/p/prfx.byspotify.com/e/dts.podtrac.com/redirect.mp3/audioboom.com/posts/8210548.mp3?modified=1751412641&sid=2399216&source=rss,e00f3310-8e81-0131-8b7c-723c91aeae46,6d553308-36b0-4943-bc40-70ea4f4ec164
"2023-01-31 07:17:23",played,"No Such Thing As A Suspicious Duffel Bag","No Such Thing As A Fish","No Such Thing As A Fish","2022-12-02 00:01:00",3574,3574,,https://pdst.fm/e/arttrk.com/p/ABMA5/pscrb.fm/rss/p/prfx.byspotify.com/e/dts.podtrac.com/redirect.mp3/audioboom.com/posts/8205871.mp3?modified=1751413254&sid=2399216&source=rss,e00f3310-8e81-0131-8b7c-723c91aeae46,640e674d-3f21-4ca4-96b1-28758f3a6d51
"2023-01-31 07:17:23",played,"No Such Thing As An Edam Tuba","No Such Thing As A Fish","No Such Thing As A Fish","2022-12-22 23:55:00",2225,2225,,https://pdst.fm/e/arttrk.com/p/ABMA5/pscrb.fm/rss/p/prfx.byspotify.com/e/dts.podtrac.com/redirect.mp3/audioboom.com/posts/8220184.mp3?modified=1751411370&sid=2399216&source=rss,e00f3310-8e81-0131-8b7c-723c91aeae46,da6e403b-24b3-44df-a3af-9f6f9d46efe6
"2023-01-31 08:04:15",played,"No Such Thing As A Midsummer Night's Bream","No Such Thing As A Fish","No Such Thing As A Fish","2022-11-25 00:01:00",3548,3548,,https://pdst.fm/e/arttrk.com/p/ABMA5/pscrb.fm/rss/p/prfx.byspotify.com/e/dts.podtrac.com/redirect.mp3/audioboom.com/posts/8202037.mp3?modified=1751413876&sid=2399216&source=rss,e00f3310-8e81-0131-8b7c-723c91aeae46,b035a120-c709-4085-a8d9-071d4706d84a
"2023-02-10 04:15:40",played,"No Such Thing As James Cameron's Worms","No Such Thing As A Fish","No Such Thing As A Fish","2022-11-18 00:01:00",3634,3634,,https://pdst.fm/e/arttrk.com/p/ABMA5/pscrb.fm/rss/p/prfx.byspotify.com/e/dts.podtrac.com/redirect.mp3/audioboom.com/posts/8198531.mp3?modified=1751414488&sid=2399216&source=rss,e00f3310-8e81-0131-8b7c-723c91aeae46,434966c2-8b51-4a04-85a0-9805b3e26b71
"2023-02-17 00:50:08",played,"No Such Thing As Lemming Atlantis","No Such Thing As A Fish","No Such Thing As A Fish","2022-11-11 00:01:00",3097,3097,,https://pdst.fm/e/arttrk.com/p/ABMA5/pscrb.fm/rss/p/prfx.byspotify.com/e/dts.podtrac.com/redirect.mp3/audioboom.com/posts/8194424.mp3?modified=1751415060&sid=2399216&source=rss,e00f3310-8e81-0131-8b7c-723c91aeae46,7d3e1ac1-5870-4726-93df-f9412608a726
"2023-02-17 21:53:12",played,"No Such Thing As BIG SHERLOCK HOLMES","No Such Thing As A Fish","No Such Thing As A Fish","2019-05-24 16:00:00",2531,2531,,https://pdst.fm/e/arttrk.com/p/ABMA5/pscrb.fm/rss/p/prfx.byspotify.com/e/dts.podtrac.com/redirect.mp3/audioboom.com/posts/7269654.mp3?modified=1751525934&sid=2399216&source=rss,e00f3310-8e81-0131-8b7c-723c91aeae46,8a6d7210-4a2d-4d1d-9902-d4a1a68b0110
"2023-02-17 21:56:57",played,"No Such Thing As An Average Bucket","No Such Thing As A Fish","No Such Thing As A Fish","2023-02-02 23:55:00",3389,3389,,https://pdst.fm/e/arttrk.com/p/ABMA5/pscrb.fm/rss/p/prfx.byspotify.com/e/dts.podtrac.com/redirect.mp3/audioboom.com/posts/8240700.mp3?modified=1751407873&sid=2399216&source=rss,e00f3310-8e81-0131-8b7c-723c91aeae46,03db5445-e7eb-493b-95b8-55d9e684bd47
"2023-02-17 21:56:57",played,"No Such Thing As A Bee On The Moon","No Such Thing As A Fish","No Such Thing As A Fish","2022-12-29 23:55:00",2428,2428,,https://pdst.fm/e/arttrk.com/p/ABMA5/pscrb.fm/rss/p/prfx.byspotify.com/e/dts.podtrac.com/redirect.mp3/audioboom.com/posts/8220494.mp3?modified=1751410794&sid=2399216&source=rss,e00f3310-8e81-0131-8b7c-723c91aeae46,0cd281eb-cbba-43f1-8a33-656b12430c27
"2023-02-17 21:56:57",played,"No Such Thing As An Especially Attractive Barge","No Such Thing As A Fish","No Such Thing As A Fish","2023-01-26 23:55:00",3242,3242,,https://pdst.fm/e/arttrk.com/p/ABMA5/pscrb.fm/rss/p/prfx.byspotify.com/e/dts.podtrac.com/redirect.mp3/audioboom.com/posts/8236607.mp3?modified=1751408443&sid=2399216&source=rss,e00f3310-8e81-0131-8b7c-723c91aeae46,219e1ef3-11fe-45cf-8ec7-2c44663b28df
"2023-02-17 21:56:57",played,"No Such Thing As A Luigi Board","No Such Thing As A Fish","No Such Thing As A Fish","2023-01-20 00:01:00",3373,3373,,https://pdst.fm/e/arttrk.com/p/ABMA5/pscrb.fm/rss/p/prfx.byspotify.com/e/dts.podtrac.com/redirect.mp3/audioboom.com/posts/8232766.mp3?modified=1751409034&sid=2399216&source=rss,e00f3310-8e81-0131-8b7c-723c91aeae46,6f03a0ba-528d-4129-95e2-0472640fb4cd
"2023-02-17 21:56:57",played,"No Such Thing as Proust's Sausage Roll","No Such Thing As A Fish","No Such Thing As A Fish","2023-01-05 23:55:00",3888,3888,,https://pdst.fm/e/arttrk.com/p/ABMA5/pscrb.fm/rss/p/prfx.byspotify.com/e/dts.podtrac.com/redirect.mp3/audioboom.com/posts/8224917.mp3?modified=1751410280&sid=2399216&source=rss,e00f3310-8e81-0131-8b7c-723c91aeae46,82011758-ce53-4b2e-86a3-42df562367d0
"2023-02-17 21:56:57",played,"No Such Thing as the Milkmaid's Tale","No Such Thing As A Fish","No Such Thing As A Fish","2023-01-12 23:55:00",3893,3893,,https://pdst.fm/e/arttrk.com/p/ABMA5/pscrb.fm/rss/p/prfx.byspotify.com/e/dts.podtrac.com/redirect.mp3/audioboom.com/posts/8228739.mp3?modified=1751409678&sid=2399216&source=rss,e00f3310-8e81-0131-8b7c-723c91aeae46,82615fc6-32dc-43ed-9a80-ae2816731652
"2023-02-17 21:56:57",played,"No Such Thing As An Itching Powder Guild","No Such Thing As A Fish","No Such Thing As A Fish","2023-02-10 00:01:00",3615,3615,,https://pdst.fm/e/arttrk.com/p/ABMA5/pscrb.fm/rss/p/prfx.byspotify.com/e/dts.podtrac.com/redirect.mp3/audioboom.com/posts/8244678.mp3?modified=1751407265&sid=2399216&source=rss,e00f3310-8e81-0131-8b7c-723c91aeae46,943e637f-620f-4222-b485-5cf70cb30d04
"2023-02-18 14:42:45",played,"No Such Thing As Political Moss","No Such Thing As A Fish","No Such Thing As A Fish","2023-02-16 23:55:00",3583,3583,,https://pdst.fm/e/arttrk.com/p/ABMA5/pscrb.fm/rss/p/prfx.byspotify.com/e/dts.podtrac.com/redirect.mp3/audioboom.com/posts/8247878.mp3?modified=1751406680&sid=2399216&source=rss,e00f3310-8e81-0131-8b7c-723c91aeae46,64e44e1f-a14e-475e-81f1-e336e128d099
"2023-02-19 19:20:06",played,,,,,785,785,,,,785e4833-5c54-4798-adec-de357e50e5b1
"2023-02-19 20:26:20",played,"Lateral: Trailer","Lateral with Tom Scott","Tom Scott and David Bodycombe","2022-10-03 16:33:30",45,39,,https://traffic.megaphone.fm/PAD9855524037.mp3?updated=1698753220,7073c8a0-29b8-013b-ef68-0acc26574db2,5946fe48-4fdb-4417-b0dd-a4a2055cfe7e
"2023-02-20 23:03:20",in-progress,"The elevator where you're ""born again""","Lateral with Tom Scott","Tom Scott and David Bodycombe","2022-10-14 16:00:00",2605,2605,,https://traffic.megaphone.fm/PAD4173127213.mp3?updated=1698765747,7073c8a0-29b8-013b-ef68-0acc26574db2,db621710-ecad-494f-b614-2198e83ba0d3
"2023-03-06 09:25:10",in-progress,,,,,,0,,,,b46e9ced-4f74-4e98-a766-6ea27b8a94ab
"2023-03-06 09:25:10",played,"No Such Thing As Free Laundry","No Such Thing As A Fish","No Such Thing As A Fish","2023-02-23 23:55:00",4168,4168,,https://pdst.fm/e/arttrk.com/p/ABMA5/pscrb.fm/rss/p/prfx.byspotify.com/e/dts.podtrac.com/redirect.mp3/audioboom.com/posts/8252288.mp3?modified=1751406093&sid=2399216&source=rss,e00f3310-8e81-0131-8b7c-723c91aeae46,91663d6f-8f74-497b-8151-fe28404b7cdc
"2023-03-23 09:58:48",played,"No Such Thing As A Rubik's Tube","No Such Thing As A Fish","No Such Thing As A Fish","2023-03-09 23:55:00",3556,3556,,https://pdst.fm/e/arttrk.com/p/ABMA5/pscrb.fm/rss/p/prfx.byspotify.com/e/dts.podtrac.com/redirect.mp3/audioboom.com/posts/8261048.mp3?modified=1751404883&sid=2399216&source=rss,e00f3310-8e81-0131-8b7c-723c91aeae46,2f6e9b67-2e11-42cf-8b03-816fe6dfa083
"2023-03-28 10:51:41",played,"No Such Thing As A Walking Stick Full of Bagels","No Such Thing As A Fish","No Such Thing As A Fish","2023-03-16 23:55:00",3629,3457,,https://pdst.fm/e/arttrk.com/p/ABMA5/pscrb.fm/rss/p/prfx.byspotify.com/e/dts.podtrac.com/redirect.mp3/audioboom.com/posts/8265046.mp3?modified=1751404250&sid=2399216&source=rss,e00f3310-8e81-0131-8b7c-723c91aeae46,a6217833-9bfd-4259-a150-b888e384ec37
"2023-04-20 16:37:25",played,"No Such Thing As A Toin Coss","No Such Thing As A Fish","No Such Thing As A Fish","2023-03-23 23:55:00",3917,3917,,https://pdst.fm/e/arttrk.com/p/ABMA5/pscrb.fm/rss/p/prfx.byspotify.com/e/dts.podtrac.com/redirect.mp3/audioboom.com/posts/8268918.mp3?modified=1751403691&sid=2399216&source=rss,e00f3310-8e81-0131-8b7c-723c91aeae46,7c9cdf16-ac9e-4909-88e7-a1078db246d5
"2023-06-02 14:03:27",played,"No Such Thing As A Remote Controlled Cabbie","No Such Thing As A Fish","No Such Thing As A Fish","2023-04-13 23:55:00",3814,3814,,https://pdst.fm/e/arttrk.com/p/ABMA5/pscrb.fm/rss/p/prfx.byspotify.com/e/dts.podtrac.com/redirect.mp3/audioboom.com/posts/8280770.mp3?modified=1751401879&sid=2399216&source=rss,e00f3310-8e81-0131-8b7c-723c91aeae46,e018b87c-4609-440a-9c85-9328483c82f2
"2023-06-02 15:11:39",played,"Simone Giertz: EVs, Viral Robots, and Becoming a Product Designer","Waveform: The MKBHD Podcast",MKBHD,"2023-05-26 09:00:00",4151,4151,,https://www.podtrac.com/pts/redirect.mp3/pdst.fm/e/pscrb.fm/rss/p/mgln.ai/e/257/traffic.megaphone.fm/VMP3897652855.mp3?updated=1685062437,7d9a4610-9673-0137-4052-0acc26574db2,5e4971c9-3b26-405f-ae15-84017513b3a4
"2023-06-02 16:08:45",played,"Losing golf balls for fun","Lateral with Tom Scott","Tom Scott and David Bodycombe","2023-05-19 15:15:00",2229,2229,,https://traffic.megaphone.fm/PAD9004754277.mp3?updated=1698787896,7073c8a0-29b8-013b-ef68-0acc26574db2,6111df9a-6150-41b4-adda-b80549388e22
"2023-06-03 09:21:30",played,"Six unnecessary doorknobs","Lateral with Tom Scott","Tom Scott and David Bodycombe","2023-06-02 15:15:00",2558,2558,,https://traffic.megaphone.fm/PAD2506114483.mp3?updated=1698787996,7073c8a0-29b8-013b-ef68-0acc26574db2,c0aed0a6-23f1-46f8-b49b-e6d4a0aea9eb
"2023-06-03 20:26:37",played,"Crooked camel competitions","Lateral with Tom Scott","Tom Scott and David Bodycombe","2023-05-26 15:15:00",2946,2946,,https://traffic.megaphone.fm/PAD9143823688.mp3?updated=1698787962,7073c8a0-29b8-013b-ef68-0acc26574db2,f9809adc-16ea-42d1-b6b0-e5cc7c13e68c
"2023-06-03 21:07:21",played,"The genius of cheese slices","Lateral with Tom Scott","Tom Scott and David Bodycombe","2023-05-12 15:15:00",2373,2373,,https://traffic.megaphone.fm/PAD6288786571.mp3?updated=1698787877,7073c8a0-29b8-013b-ef68-0acc26574db2,221531e5-632d-4c7f-b079-9da69ba8fc66
"2023-06-03 22:24:32",in-progress,,,,,1083,617,,,,76a7140a-e578-4c9d-9fde-70691b2ff94e
"2023-06-03 22:24:32",played,"The orchestrated in-joke","Lateral with Tom Scott","Tom Scott and David Bodycombe","2023-05-05 15:15:00",2195,2195,,https://traffic.megaphone.fm/PAD6570194731.mp3?updated=1698787839,7073c8a0-29b8-013b-ef68-0acc26574db2,6a08f0e9-fc91-4cf5-b582-7598dbb7da9b
"2023-06-15 16:50:30",in-progress,"The passenger going nowhere","Lateral with Tom Scott","Tom Scott and David Bodycombe","2023-04-28 15:15:00",2546,2344,,https://traffic.megaphone.fm/PAD2426462355.mp3?updated=1698787812,7073c8a0-29b8-013b-ef68-0acc26574db2,712271e7-a5cc-4f64-8c63-e93b785557bf
"2023-06-16 11:15:59",in-progress,,,,,567,286,,,,027ba5b0-f148-41b1-b95a-3ff2a2b6470e
"2023-06-17 15:50:28",played,,,,,494,494,,,,a6d83c7f-08a7-41a3-bf29-dbca9878fde3
"2023-06-17 21:13:38",played,"No Such Thing As Parachuting Into Hollyoaks","No Such Thing As A Fish","No Such Thing As A Fish","2023-06-08 23:55:00",3549,3549,,https://pdst.fm/e/arttrk.com/p/ABMA5/pscrb.fm/rss/p/prfx.byspotify.com/e/dts.podtrac.com/redirect.mp3/audioboom.com/posts/8313774.mp3?modified=1751397055&sid=2399216&source=rss,e00f3310-8e81-0131-8b7c-723c91aeae46,1dff552a-fbb3-45c9-afe3-5199e85ef066
"2023-06-19 10:28:07",played,,,,,470,470,,,,e6d7674c-dadc-462f-84e1-9b133ae5da8b
"2023-06-21 09:34:33",played,,,,,440,440,,,,da93891f-e31c-47d7-be5f-b2438b736ba4
"2023-06-22 10:07:13",in-progress,,,,,,3,,,,7cbf0020-5fff-4fdb-afa7-141e09a1a910
"2023-06-23 00:25:46",played,,,,,491,491,,,,2e30790f-482b-4bdd-96f5-2290e8e16ffa
"2023-06-23 00:29:37",played,,,,,681,681,,,,3b4bf359-57bf-40d4-9147-13698522b8b7
"2023-06-23 10:45:38",played,,,,,473,473,,,,542bda17-49aa-4a92-81f4-b84243323049
"2023-06-26 09:10:43",in-progress,"Selfies with number 57","Lateral with Tom Scott","Tom Scott and David Bodycombe","2023-06-09 15:15:00",2696,2634,,https://traffic.megaphone.fm/PAD2168353568.mp3?updated=1698788007,7073c8a0-29b8-013b-ef68-0acc26574db2,60aae0b6-1125-4990-a009-06beee8c2768
"2023-06-26 09:52:37",played,,,,,586,569,,,,0f735a1a-8f34-42bb-9582-4d64c202b1b4
"2023-06-26 09:52:37",in-progress,,,,,,0,,,,512cd803-4b3a-450a-9381-d9df3866feb0
"2023-06-28 09:21:26",played,,,,,571,571,,,,ce517492-9191-43c0-a5b1-5c35114b0418
"2023-07-13 18:36:55",played,,,,,504,504,,,,41407f2e-baf4-4768-84b2-ecb01fafc9b4
"2023-07-16 23:56:57",played,,,,,467,467,,,,951f0e66-7cd1-4e05-a201-e1d78c8eb49e
"2023-07-17 08:59:36",played,,,,,386,386,,,,c8edddd1-a12b-46f2-9a7c-7288558fc894
"2023-07-18 08:28:04",in-progress,,,,,386,33,,,,d747dd57-22d4-4361-9466-2dcfae5b2a16
"2023-07-25 09:31:22",played,,,,,440,440,,,,e14d614c-350c-45a0-b9e5-3616966f2812
"2023-07-26 08:18:21",played,,,,,427,427,,,,3e1f8b15-0cf9-49e2-95dc-eb971b6da0b5
"2023-08-05 17:02:22",played,,,,,509,509,,,,ab22e8f1-e82d-40a4-8cbd-d2f1a34a3ce5
"2023-08-07 16:40:26",in-progress,,,,,651,27,,,,c915eec7-0130-4418-bebf-223f8c9f921a
"2023-08-07 16:40:30",in-progress,,,,,2013,1534,,,,aa61618c-f542-4c0c-aefc-04dbb770fd65
"2023-08-07 16:40:32",in-progress,"No Such Thing As Rivets On A Tombstone","No Such Thing As A Fish","No Such Thing As A Fish","2023-06-15 23:55:00",3849,2402,,https://pdst.fm/e/arttrk.com/p/ABMA5/pscrb.fm/rss/p/prfx.byspotify.com/e/dts.podtrac.com/redirect.mp3/audioboom.com/posts/8317450.mp3?modified=1751396468&sid=2399216&source=rss,e00f3310-8e81-0131-8b7c-723c91aeae46,23266be7-6d30-484c-b13f-c9b8b73d3773
"2023-08-07 17:25:45",played,"Six unopenable letterboxes","Lateral with Tom Scott","Tom Scott and David Bodycombe","2023-08-04 15:15:00",2419,2419,,https://traffic.megaphone.fm/PAD5315152748.mp3?updated=1698789358,7073c8a0-29b8-013b-ef68-0acc26574db2,26ad3024-c990-4453-8c58-1b889f09f56d
"2023-08-07 17:26:17",played,,,,,573,573,,,,a934f213-84ea-4627-8a4a-7dfc679bd073
"2023-08-07 17:26:29",in-progress,,,,,448,39,,,,0cbb9b0e-7ffc-49ac-bfc6-bf0f08975d54
"2023-08-10 20:07:37",played,,,,,484,510,,,,1fe82574-e14a-4b25-87dc-b90ff5bd486a
"2023-08-10 20:54:46",in-progress,"Everything Changing on the iPhone 15","Waveform: The MKBHD Podcast",MKBHD,"2023-08-04 09:00:00",4864,4853,,https://www.podtrac.com/pts/redirect.mp3/pdst.fm/e/pscrb.fm/rss/p/mgln.ai/e/257/traffic.megaphone.fm/VMP8810402348.mp3?updated=1691116849,7d9a4610-9673-0137-4052-0acc26574db2,08b4924e-a4e0-4a75-9a1b-c430e0936e42
"2023-08-12 08:28:50",played,"Giant concrete balls","Lateral with Tom Scott","Tom Scott and David Bodycombe","2023-07-28 15:15:00",2681,2681,,https://traffic.megaphone.fm/PAD3826951256.mp3?updated=1698789297,7073c8a0-29b8-013b-ef68-0acc26574db2,8b4d5ce4-3749-4796-8b76-429cf875163e
"2023-08-12 18:26:32",played,"No Such Thing As Whistling At A Fact","No Such Thing As A Fish","No Such Thing As A Fish","2023-08-03 23:55:00",3133,3133,,https://pdst.fm/e/arttrk.com/p/ABMA5/pscrb.fm/rss/p/prfx.byspotify.com/e/dts.podtrac.com/redirect.mp3/audioboom.com/posts/8344633.mp3?modified=1751391625&sid=2399216&source=rss,e00f3310-8e81-0131-8b7c-723c91aeae46,194a7462-59d9-4725-8836-6b1212b0bdff
"2023-08-12 18:31:45",in-progress,,,,,537,0,,,,542fe108-78bd-4f54-9f6f-de5343001c87
"2023-08-12 18:31:45",played,,,,,505,505,,,,5f86eb38-afca-4630-8874-09f02aad682e
"2023-08-12 20:48:01",played,"TV directing in reverse","Lateral with Tom Scott","Tom Scott and David Bodycombe","2023-08-11 15:15:00",2403,2403,,https://traffic.megaphone.fm/PAD2107379214.mp3?updated=1698789454,7073c8a0-29b8-013b-ef68-0acc26574db2,a6ce4eae-2658-4bf0-9ef5-d150733a5477
"2023-08-12 20:53:12",in-progress,"Swimming without water","Lateral with Tom Scott","Tom Scott and David Bodycombe","2023-07-14 15:15:00",2829,205,,https://traffic.megaphone.fm/PAD8734912138.mp3?updated=1698789250,7073c8a0-29b8-013b-ef68-0acc26574db2,34a45387-58e3-42ee-9ac1-d716f8f06206
"2023-08-13 22:09:33",played,,,,,5567,5567,,,,b26d6458-55e7-4e2c-94bd-f8000a6abd5d
"2023-08-13 22:16:54",in-progress,,,,,434,434,,,,a76fa83d-b6d1-4a5e-8eec-acbee3e85585
"2023-08-13 23:00:23",played,"Barefoot job applications","Lateral with Tom Scott","Tom Scott and David Bodycombe","2023-07-21 15:15:00",2604,2604,,https://traffic.megaphone.fm/PAD8005113192.mp3?updated=1698789277,7073c8a0-29b8-013b-ef68-0acc26574db2,b5648408-4720-4316-8263-3c4849720031
"2023-08-14 14:23:57",played,,,,,441,441,,,,0b96fd7b-6804-4a51-87d4-750f198451f9
"2023-08-16 09:08:43",played,,,,,425,421,,,,7a457747-454f-41d8-bc98-88f0785511f7
"2023-08-16 09:09:07",in-progress,,,,,3188,2871,,,,36fc2501-88f8-47b7-a9a8-8e10db981f6e
"2023-08-22 09:21:59",in-progress,,,,,345,345,,,,7c319514-bda3-4106-a99e-938f33d50207
"2023-08-28 08:38:42",played,,,,,294,294,,,,46bab6ea-2780-400b-b3fb-2b5e4817799c
