occurred_at,source,source_id,name,icon,meal,quantity,units,calories,fat,protein,carbs,saturated_fat,sugars,fibre,cholesterol,sodium
"2019-09-24 00:00:00",loseit,,"Hot Dog with Bun",Hotdog,lunch,1,Serving,260,7.5,9,22,2,2,1,35,560
"2019-09-24 00:00:00",loseit,,Chips,Default,lunch,1,Serving,180,,,,,,,,
"2019-09-24 00:00:00",loseit,,"Sugar Ring Donut",Donut,lunch,1,Serving,221,13,3.1,23,5.9,8.3,,,
"2019-09-24 00:00:00",loseit,,"Coca Cola Light",CocaCola,lunch,200,Milliliters,1,0,0,0,0,0,0,0,60
"2019-09-24 00:00:00",loseit,,"Latte, Caramel, Lite, Medium",Latte,breakfast,1,Each,110,0,9,18,0,15,0,5,125
"2019-09-24 00:00:00",loseit,,"Cereal, Coco Pops",Cereal,breakfast,30,Grams,117,0.8,1.7,26,0.3,11,0.6,,0.23
"2019-09-24 00:00:00",loseit,,"Semi Skimmed Milk",Milk,breakfast,250,Milliliters,70,1.8,3.6,4.8,1.1,4.8,0,,
"2019-09-24 00:00:00",loseit,,"Irn Bru",Juice,snacks,330,Milliliters,138,0,0,35,0,35,0,0,8
"2019-09-24 00:00:00",loseit,,Aldi,Fish,snacks,1,Serving,109,,,,,,,,
"2019-09-24 00:00:00",loseit,,"Chicken Kiev",Chicken,dinner,1,Piece,398,30.5,14.64,14.64,12.8,0.85,2.32,,1.22
"2019-09-24 00:00:00",loseit,,"Tomato Ketchup",Ketchup,dinner,50,Grams,54,0.5,0.65,11.5,0.2,11.5,0.6,,
"2019-09-24 00:00:00",loseit,,"Baby New Potatoes",Potato,dinner,3,Pieces,160,0.1,0.5,5.2,,,,,
"2019-09-24 00:00:00",loseit,,"Garden Peas (Frozen)",Peas,dinner,25,Grams,30,0.9,5.9,9,0.2,2.6,5.5,,0
"2019-09-24 00:00:00",loseit,,"Sweetcorn Kernels, Canned in Water, Drained",Corn,dinner,0.5,"Dry Cup",52,1.54,3.8,7.7,0,2.31,3.85,0,0
"2019-09-24 00:00:00",loseit,,"Juice, Apple",Cider,snacks,200,Milliliters,62,0,0,14,0,14,0,0,12
"2019-09-25 00:00:00",loseit,,"Latte, Caramel, Lite, Medium",Latte,breakfast,1,Each,110,0,9,18,0,15,0,5,125
"2019-09-25 00:00:00",loseit,,"Kingsmill Bread 50 / 50",WhiteBread,breakfast,2,Slices,186,0.7,3.7,17,0.1,1.4,2,,390
"2019-09-25 00:00:00",loseit,,"Clover Spread 500g",Butter,breakfast,2,Teaspoons,75,65.1,,,10.4,,,,
"2019-09-25 00:00:00",loseit,,"Can Of Coke",CocaCola,snacks,12,Ounces,140,0,0,39,0,39,0,0,45
"2019-09-25 00:00:00",loseit,,"Cheeseburger, Bacon Double",Hamburger,lunch,1,Serving,376,17.9,2.7,33.5,8,7.3,1.7,,1163
"2019-09-25 00:00:00",loseit,,"Fries, Medium",FrenchFries,lunch,1,Serving,338,17.9,7.12,41.3,1.57,0.57,3.7,,0.63
"2019-09-25 00:00:00",loseit,,"Medium Banana Milkshake",Milk,lunch,1,Serving,386,7.6,9.2,70,5.1,59,0.6,,
"2019-09-25 00:00:00",loseit,,"Cheese Bites",Cheese,lunch,1,Piece,50,3.4,1.84,3.2,1.3,0.12,0.36,,
"2019-09-25 00:00:00",loseit,,"Irn Bru",Juice,snacks,330,Milliliters,138,0,0,35,0,35,0,0,8
"2019-09-25 00:00:00",loseit,,"Casserole, Sausage, Homemade",Casserole,dinner,1,Serving,413,27.5,30,12.5,10,5,5,100,1107.5
"2019-09-25 00:00:00",loseit,,"Long Grain Rice",Rice,dinner,0.5,Serving,90,1,1.7,18,0.2,0.25,,,0.1
"2019-09-25 00:00:00",loseit,,Aldi,Fish,dinner,1,Serving,109,,,,,,,,
"2019-09-26 00:00:00",loseit,,"Latte, Caramel, Lite, Medium",Latte,breakfast,1,Each,110,0,9,18,0,15,0,5,125
"2019-09-26 00:00:00",loseit,,"Semi Skimmed Milk",Milk,breakfast,250,Milliliters,70,1.8,3.6,4.8,1.1,4.8,0,,
"2019-09-26 00:00:00",loseit,,"Cereal, Cornflakes",Cereal,breakfast,30,Grams,115,0.3,2.1,25,0.1,2.4,0.9,,
"2019-09-26 00:00:00",loseit,,"Sugar, White",SugarWhite,breakfast,1,Teaspoon,16,0,0,4.42,0,4.42,0,0,0.21
"2019-09-26 00:00:00",loseit,,"Ham And Cheese Sandwich",Sandwich,lunch,1,Serving,200,,,,,,,,
"2019-09-26 00:00:00",loseit,,"Lightly salted Tortilla Chips",Tortilla,snacks,50,Grams,247,5.5,1.4,16.5,0.45,0.25,0.3,,82.95
"2019-09-26 00:00:00",loseit,,"Salsa Dip",DipRed,snacks,50,Grams,19,0.25,0.85,3.5,0.5,2.85,0.75,,650
"2019-09-26 00:00:00",loseit,,"Puff Pastry Deep Filled Steak Pie",Pie,dinner,0.25,Serving,122,6.75,4,11,3,0.4,0.5,,
"2019-09-26 00:00:00",loseit,,"Baby New Potatoes Roasted",Potato,dinner,1,Serving,210,,,,,,,,
"2019-09-26 00:00:00",loseit,,"Vegetables, Mixed, Frozen, Boiled in Unsalted Water",Vegetable,dinner,1,"Dry Cup",76,1.8,5.4,12.6,,7.2,,0,27
"2019-09-26 00:00:00",loseit,,"Gravy Granules",Sauce,dinner,50,Grams,199,8.15,0.85,29.9,5.6,6.1,1.5,0,7.17
"2019-09-26 00:00:00",loseit,,"Chocolate Fingers",Chocolate,snacks,1,Serving,75,3.7,0.9,9.3,2,5.5,0.5,,
"2019-09-26 00:00:00",loseit,,"Double Strength Orange And Mango Squash No Added Sugar 750ml",Orange,snacks,500,Milliliters,5,0.1,0.1,0.6,0.1,0.6,0.1,,0.4
"2019-09-27 00:00:00",loseit,,"Double Strength Orange And Mango Squash No Added Sugar 750ml",Orange,breakfast,500,Milliliters,5,0.1,0.1,0.6,0.1,0.6,0.1,,0.4
"2019-09-27 00:00:00",loseit,,"Pain au chocolat",Pastry,breakfast,2,Servings,368,18.2,6.2,44,8,15,2.6,,0.26
"2019-09-27 00:00:00",loseit,,"Latte, Caramel, Lite, Medium",Latte,breakfast,1,Each,110,0,9,18,0,15,0,5,125
"2019-09-27 00:00:00",loseit,,"Fusilli Pasta",Pasta,lunch,100,Grams,357,0,14,72,,,,,0.1
"2019-09-27 00:00:00",loseit,,"Sliced Breaded Ham",Default,lunch,1,Serving,23,0.6,,,0.2,0.5,,,
"2019-09-27 00:00:00",loseit,,"Salad Crisp Sweetcorn",Corn,lunch,1,Serving,62,,,,,,,,
"2019-09-27 00:00:00",loseit,,"Pasta Sauce",Sauce,lunch,0.5,Serving,66,4.7,,,,,,,
"2019-09-27 00:00:00",loseit,,"Irn Bru",Juice,snacks,330,Milliliters,138,0,0,35,0,35,0,0,8
"2019-09-27 00:00:00",loseit,,"Parma ham",Bacon,dinner,1,Slice,80,4.2,7,,1.4,0,0,,1200
"2019-09-27 00:00:00",loseit,,Magherita,Default,dinner,0.75,Serving,234,8.1,9.53,30,,,,,
"2019-09-27 00:00:00",loseit,,"Roast Chicken Peices",Chicken,dinner,1,Serving,104,1.5,22,1.3,,,,,
"2019-09-27 00:00:00",loseit,,"Can Of Coke",CocaCola,dinner,12,Ounces,140,0,0,39,0,39,0,0,45
"2019-09-27 00:00:00",loseit,,"Starter, Dough Balls",WhiteBread,dinner,1,Serving,347,16.8,8.3,42,10.1,1.3,2.6,,1.6
"2019-09-27 00:00:00",loseit,,"Starter, Garlic Bread With Mozzarella",WhiteBread,dinner,0.25,Serving,76,2.33,3.65,10.5,1.3,0.38,0.65,,0.43
"2019-09-28 00:00:00",loseit,,"Latte, Caramel, Lite, Medium",Latte,breakfast,1,Each,110,0,9,18,0,15,0,5,125
"2019-09-28 00:00:00",loseit,,"Bacon Sandwhich",Bacon,breakfast,1,Serving,210,,,,,,,,
"2019-09-28 00:00:00",loseit,,"Tomato Ketchup",Ketchup,breakfast,1,Tablespoon,17,0,0.3,4.29,0,4.14,0.15,0,118.29
"2019-09-28 00:00:00",loseit,,"Pain au chocolat",Pastry,breakfast,0.5,Serving,92,4.55,1.55,11,2,3.75,0.65,,0.7
"2019-09-28 00:00:00",loseit,,"Apple Juice",Juice,lunch,1,Serving,11,0.8,0.8,2.83,0.2,2.83,0.8,,
"2019-09-28 00:00:00",loseit,,"Fusilli Pasta",Pasta,lunch,100,Grams,357,0,14,72,,,,,0.1
"2019-09-28 00:00:00",loseit,,"Pasta Sauce",Sauce,lunch,0.5,Serving,66,4.7,,,,,,,
"2019-09-28 00:00:00",loseit,,"Salad Crisp Sweetcorn",Corn,lunch,1,Serving,62,,,,,,,,
"2019-09-28 00:00:00",loseit,,"Sliced Breaded Ham",Default,lunch,1,Serving,23,0.6,,,0.2,0.5,,,
"2019-09-28 00:00:00",loseit,,"Can Of Coke",CocaCola,lunch,12,Ounces,140,0,0,39,0,39,0,0,45
"2019-09-28 00:00:00",loseit,,"Aldi Specially Selected Chicken Tikka",Chicken,dinner,2,Servings,472,28,42,10.6,10.2,10.2,4.8,,
"2019-09-28 00:00:00",loseit,,"Long Grain Rice",Rice,dinner,2,Servings,358,4,6.8,72,0.8,1,,,0.4
"2019-09-28 00:00:00",loseit,,"Twirl 21.5g",Chocolate,snacks,1,Serving,114,,,,,,,,
"2019-09-28 00:00:00",loseit,,"Apple Juice",Juice,snacks,1,Serving,11,0.8,0.8,2.83,0.2,2.83,0.8,,
"2019-09-29 00:00:00",loseit,,"Latte, Caramel, Lite, Medium",Latte,breakfast,1,Each,110,0,9,18,0,15,0,5,125
"2019-09-29 00:00:00",loseit,,"Semi Skimmed Milk",Milk,breakfast,250,Milliliters,70,1.8,3.6,4.8,1.1,4.8,0,,
"2019-09-29 00:00:00",loseit,,"Cereal, Coco Pops",Cereal,breakfast,30,Grams,117,0.8,1.7,26,0.3,11,0.6,,0.23
"2019-09-29 00:00:00",loseit,,"Smarties Chocolate Bar",Chocolate,lunch,30,Grams,159,8.61,1.77,18.3,5.7,17.73,0.51,0.6,
"2019-09-29 00:00:00",loseit,,"Mixed Melon Slices",Melon,lunch,1,Serving,78,,,,,,,,
"2019-09-29 00:00:00",loseit,,"Yogurt, Raspberry",Yogurt,lunch,1,Serving,140,1.13,3.75,22.5,0.75,19.5,0,3.75,63.75
"2019-09-29 00:00:00",loseit,,"Cucumber, Raw, Flesh and Skin",Cucumber,lunch,0.5,"Dry Cup",7,0.52,0.52,0.52,,0.52,0.52,0,2.8
"2019-09-29 00:00:00",loseit,,"Bavarian Smoked Cheese 150g",Cheese,lunch,25,Grams,84,6.75,5.25,0.5,4.67,0.5,0,,0.2
"2019-09-29 00:00:00",loseit,,Toastie,Sandwich,lunch,1,Serving,343,,,,,,,,
"2019-09-29 00:00:00",loseit,,"Apple Juice",Juice,lunch,1,Serving,11,0.8,0.8,2.83,0.2,2.83,0.8,,
"2019-09-29 00:00:00",loseit,,"Nordic Berry Pear Cider 500ml",Beer,snacks,1,Bottle,195,0,0.2,5.7,0,5.6,0,,0
"2019-09-29 00:00:00",loseit,,"Carrot And Swede Mash",Carrot,dinner,0.25,Serving,73,2.15,1.5,11,,,,,
"2019-09-29 00:00:00",loseit,,"Roast Parsnip",Parsnip,dinner,0.25,Cup,100,,,,,,,,
"2019-09-29 00:00:00",loseit,,"Roast Potatoes",Potato,dinner,0.25,Cup,75,2.25,1.45,12.95,,,0.9,,
"2019-09-29 00:00:00",loseit,,"Cauliflower, Boiled, Drnd",Cauliflower,dinner,0.25,"Dry Cup",8,0,0.62,0.62,0,0.62,0,0,9.61
"2019-09-29 00:00:00",loseit,,"Broccoli, Fresh, Boiled, Drnd",Broccoli,dinner,0.25,"Dry Cup",12,0,1.95,0,0,0,0,0,8.58
"2019-09-29 00:00:00",loseit,,"Beef, Topside Roast/Steak, Untrimmed, Roasted",Beef,dinner,50,Grams,95,3.5,15.5,0,1,0,0,31,26
"2019-09-29 00:00:00",loseit,,"Yorkshire Pudding, Homemade",Casserole,dinner,36,Grams,91,3.96,2.88,10.8,1.8,1.44,9.36,23.4,28.8
"2019-09-30 00:00:00",loseit,,"Latte, Caramel, Lite, Medium",Latte,breakfast,1,Each,110,0,9,18,0,15,0,5,125
"2019-09-30 00:00:00",loseit,,"Semi Skimmed Milk",Milk,breakfast,250,Milliliters,70,1.8,3.6,4.8,1.1,4.8,0,,
"2019-09-30 00:00:00",loseit,,"Cereal, Coco Pops",Cereal,breakfast,30,Grams,117,0.8,1.7,26,0.3,11,0.6,,0.23
"2019-09-30 00:00:00",loseit,,"Homestyle Chips",Potato,lunch,150,Grams,248,6.9,4.65,39,0.9,,4.65,,195
"2019-09-30 00:00:00",loseit,,"Smarties Chocolate Bar",Chocolate,lunch,30,Grams,159,8.61,1.77,18.3,5.7,17.73,0.51,0.6,
"2019-09-30 00:00:00",loseit,,"Can Of Coke",CocaCola,lunch,12,Ounces,140,0,0,39,0,39,0,0,45
"2019-09-30 00:00:00",loseit,,"Lucozade Sport",OrangeJuice,snacks,500,Milliliters,140,0,0,32.5,0,18,,,630
"2019-09-30 00:00:00",loseit,,Twirl,Chocolate,snacks,2,Sticks,230,13.2,3,24,8.2,24,0.4,0,1
"2019-09-30 00:00:00",loseit,,"Melt In The Middle Cod Fishcakes With Parsley Sauce",Quesadilla,dinner,145,Grams,260,13,12,22,3.8,3.7,2.1,,0.97
"2019-09-30 00:00:00",loseit,,"Garden Peas (Frozen)",Peas,dinner,35,Grams,42,1.26,8.26,12.6,0.28,3.64,7.7,,0
"2019-09-30 00:00:00",loseit,,"Tomato Ketchup",Ketchup,dinner,50,Grams,54,0.5,0.65,11.5,0.2,11.5,0.6,,
"2019-09-30 00:00:00",loseit,,"Bread, White And, Butter",WhiteBread,dinner,1.5,Servings,255,13.5,5.4,26.85,8.25,1.65,,,0.75
"2019-09-30 00:00:00",loseit,,"Strawberry Yogurt",Yogurt,dinner,2,Servings,180,0,10,36,,24,,9,170
"2019-10-01 00:00:00",loseit,,"Plain Bagel",Bagel,breakfast,1,Each,120,0.6,4.9,23.7,0.2,3.1,1.5,,160
"2019-10-01 00:00:00",loseit,,"Latte, Caramel, Lite, Medium",Latte,breakfast,1,Each,110,0,9,18,0,15,0,5,125
"2019-10-01 00:00:00",loseit,,"Nutella Portion",Chocolate,breakfast,2.5,Teaspoons,375,7.5,1.25,13.75,,,,,
"2019-10-01 00:00:00",loseit,,"Soda, Pepsi, Max Cherry",CocaCola,snacks,330,Milliliters,2,0,0,0,0,0,,,0
"2019-10-01 00:00:00",loseit,,"Roast Chicken",Chicken,lunch,60,Grams,105,4.8,12,3.4,1.3,0.5,0.6,,
"2019-10-01 00:00:00",loseit,,"Crunch bites",Yogurt,lunch,1,Serving,229,,,,,,,,
"2019-10-01 00:00:00",loseit,,"Peperami Salami",Sausage,lunch,1,Serving,124,11,6,0.6,4.5,,,,
"2019-10-01 00:00:00",loseit,,"Cucumber, Raw, Flesh and Skin",Cucumber,lunch,1,"Dry Cup",15,1.4,1.4,1.4,,1.4,1.4,0,4.16
"2019-10-01 00:00:00",loseit,,"Bbq pork loin steaks",Pork,dinner,110,Grams,299,17.6,30.8,4.95,6.49,3.96,,,
"2019-10-01 00:00:00",loseit,,"Garden Peas (Frozen)",Peas,dinner,35,Grams,42,1.26,8.26,12.6,0.28,3.64,7.7,,0
"2019-10-01 00:00:00",loseit,,"Carrots, Boiled in Unsalted Water",Carrot,dinner,0.5,"Dry Cup",23,0.8,0.8,4.8,0,4.8,2.4,0,23.2
"2019-10-01 00:00:00",loseit,,"Tomato Ketchup",Ketchup,dinner,50,Grams,54,0.5,0.65,11.5,0.2,11.5,0.6,,
"2019-10-01 00:00:00",loseit,,"Cheesy Mashed Potatoes",Potato,dinner,0.667,Cup,110,2.5,,20,,,,,
"2019-10-01 00:00:00",loseit,,"Apple Juice",Juice,snacks,1,Serving,11,0.8,0.8,2.83,0.2,2.83,0.8,,
"2019-10-02 00:00:00",loseit,,"Latte, Caramel, Lite, Medium",Latte,breakfast,1,Each,110,0,9,18,0,15,0,5,125
"2019-10-02 00:00:00",loseit,,"Semi Skimmed Milk",Milk,breakfast,250,Milliliters,70,1.8,3.6,4.8,1.1,4.8,0,,
"2019-10-02 00:00:00",loseit,,"Cereal, Coco Pops",Cereal,breakfast,30,Grams,117,0.8,1.7,26,0.3,11,0.6,,0.23
"2019-10-02 00:00:00",loseit,,"Lush Banana Milk",Milk,snacks,200,Milliliters,128,2.3,,,1.5,19,,,
"2019-10-02 00:00:00",loseit,,"Pasta, Spaghetti, Hoops In Tomato Sauce",Pasta,lunch,1,Can,110,0.4,3.5,22.2,0.1,7.8,1,0,
"2019-10-02 00:00:00",loseit,,"Bread, White, Toasted",WhiteBread,lunch,2,Slices,160,1.2,6,33.6,0,2.4,1.8,0,294
"2019-10-02 00:00:00",loseit,,"Strawberry Yogurt",Yogurt,lunch,1,Serving,90,0,5,18,,12,,4.5,85
"2019-10-02 00:00:00",loseit,,"Cheese curls",Default,snacks,1,Serving,65,3.9,0.6,6.8,0.3,0.9,0.5,,
"2019-10-02 00:00:00",loseit,,"Peperami Salami",Sausage,snacks,1,Serving,124,11,6,0.6,4.5,,,,
"2019-10-02 00:00:00",loseit,,"Fusilli Pasta",Pasta,dinner,100,Grams,357,0,14,72,,,,,0.1
"2019-10-02 00:00:00",loseit,,"Salad Crisp Sweetcorn",Corn,dinner,0.25,Serving,16,,,,,,,,
"2019-10-02 00:00:00",loseit,,"Sliced Breaded Ham",Default,dinner,1,Serving,23,0.6,,,0.2,0.5,,,
"2019-10-02 00:00:00",loseit,,"Pasta Sauce",Sauce,dinner,0.5,Pot,77,,2,6,,,,,
"2019-10-02 00:00:00",loseit,,"Lush Banana Milk",Milk,snacks,200,Milliliters,128,2.3,,,1.5,19,,,
"2019-10-02 00:00:00",loseit,,"Caramel Wafer",Biscuit,snacks,1,Each,134,5.2,1.1,20.8,3.8,10.4,0.7,,
"2019-10-02 00:00:00",loseit,,Chocolate,Chocolate,snacks,3,Pieces,126,13.8,3,31.5,8.85,30.75,1.2,,
"2019-10-03 00:00:00",loseit,,"Semi Skimmed Milk",Milk,breakfast,250,Milliliters,70,1.8,3.6,4.8,1.1,4.8,0,,
"2019-10-03 00:00:00",loseit,,"Cereal, Cornflakes",Cereal,breakfast,30,Grams,115,0.3,2.1,25,0.1,2.4,0.9,,
"2019-10-03 00:00:00",loseit,,"Sugar, White",SugarWhite,breakfast,1,Teaspoon,16,0,0,4.42,0,4.42,0,0,0.21
"2019-10-03 00:00:00",loseit,,"Apple Juice",Juice,breakfast,1,Serving,11,0.8,0.8,2.83,0.2,2.83,0.8,,
"2019-10-03 00:00:00",loseit,,"Pasta Sauce",Sauce,lunch,0.5,Pot,77,,2,6,,,,,
"2019-10-03 00:00:00",loseit,,"Sliced Breaded Ham",Default,lunch,1,Serving,23,0.6,,,0.2,0.5,,,
"2019-10-03 00:00:00",loseit,,"Salad Crisp Sweetcorn",Corn,lunch,0.25,Serving,16,,,,,,,,
"2019-10-03 00:00:00",loseit,,"Fusilli Pasta",Pasta,lunch,100,Grams,357,0,14,72,,,,,0.1
"2019-10-03 00:00:00",loseit,,"Irn Bru",Juice,lunch,330,Milliliters,138,0,0,35,0,35,0,0,8
"2019-10-03 00:00:00",loseit,,"Cheese curls",Default,snacks,1,Serving,65,3.9,0.6,6.8,0.3,0.9,0.5,,
"2019-10-03 00:00:00",loseit,,"Chicken fajita stir fry",Chicken,dinner,268,Grams,375,15.1,48.24,9.65,1.61,8.84,2.14,,1.47
"2019-10-03 00:00:00",loseit,,"Long Grain Rice",Rice,dinner,1,Serving,179,2,3.4,36,0.4,0.5,,,0.2
"2019-10-03 00:00:00",loseit,,"Caramel Cappuccino, Skimmed, In, Med",Coffee,breakfast,1,Serving,163,1.5,11.3,26.8,0.7,26.1,0,0,300
"2019-10-03 00:00:00",loseit,,Tropical,Juice,snacks,1,Serving,88,0,0,21.8,0,2124,,0,0
"2019-10-03 00:00:00",loseit,,"Popcorn, Butter, Movie Theater, Microwave",Popcorn,snacks,2,Cups,70,5,0,6,2,0,0,0,130
"2019-10-03 00:00:00",loseit,,Chocolate,Chocolate,snacks,3,Pieces,126,13.8,3,31.5,8.85,30.75,1.2,,
"2019-10-04 00:00:00",loseit,,"Caramel Cappuccino, Skimmed, In, Med",Coffee,breakfast,1,Serving,163,1.5,11.3,26.8,0.7,26.1,0,0,300
"2019-10-04 00:00:00",loseit,,"Sugar, White",SugarWhite,breakfast,1,Teaspoon,16,0,0,4.42,0,4.42,0,0,0.21
"2019-10-04 00:00:00",loseit,,"Cereal, Cornflakes",Cereal,breakfast,30,Grams,115,0.3,2.1,25,0.1,2.4,0.9,,
"2019-10-04 00:00:00",loseit,,"Semi Skimmed Milk",Milk,breakfast,250,Milliliters,70,1.8,3.6,4.8,1.1,4.8,0,,
"2019-10-04 00:00:00",loseit,,"Panini, Ham And Cheese Toastie",Sandwich,lunch,1,Serving,367,17.3,19.5,32.6,10,1.5,1.6,,0.7
"2019-10-04 00:00:00",loseit,,"Cucumber, Raw, Flesh and Skin",Cucumber,lunch,2,"Dry Cups",29,2.8,2.8,2.8,,2.8,2.8,0,8.32
"2019-10-04 00:00:00",loseit,,"Milk Chocolate Buttons Desert",Milk,lunch,1,Serving,224,12,,,7.7,,,,
"2019-10-04 00:00:00",loseit,,"Cheese curls",Default,snacks,1,Serving,65,3.9,0.6,6.8,0.3,0.9,0.5,,
"2019-10-04 00:00:00",loseit,,"Burger, Fillet Tower",Hamburger,dinner,1,Serving,620,26.2,32,65,5.2,9.8,,,3.6
"2019-10-04 00:00:00",loseit,,"Fries, Regular",FrenchFries,dinner,1,Serving,310,14.6,4.2,41.8,2.1,0.4,,,0.1
"2019-10-04 00:00:00",loseit,,"Milkshake, Krushers, Oreo",MilkShake,dinner,1,Serving,352,13,7,51,8,44,,,
"2019-10-05 00:00:00",loseit,,"Pain Au Chocolate",Chocolate,breakfast,1,Serving,188,10.3,3.1,20.3,5.4,5.7,,,
"2019-10-05 00:00:00",loseit,,"Apple Juice",Juice,breakfast,1,Serving,11,0.8,0.8,2.83,0.2,2.83,0.8,,
"2019-10-05 00:00:00",loseit,,Water,Water,lunch,1,Serving,0,,,,,,,,
"2019-10-05 00:00:00",loseit,,"Dish, Honey & Mustard Glazed Gammon",Dish,lunch,1,Serving,317,13.3,49.3,1.6,4.6,0,,,1.88
"2019-10-05 00:00:00",loseit,,"Roast Turkey",Turkey,lunch,100,Grams,158,3.3,32.1,1,1,0,,,64
"2019-10-05 00:00:00",loseit,,"Dish, Yorkshire Pudding",Dish,lunch,1,Serving,178,7,5.7,23.2,0.6,1.2,,,0.32
"2019-10-05 00:00:00",loseit,,"Boiled Carrots",Carrot,lunch,100,Grams,61,1,0.6,12.2,0.3,7.4,,,44
"2019-10-05 00:00:00",loseit,,"Potatoes, Mashed",Potato,lunch,1,Serving,46,2.2,0.5,6.2,1.4,0.4,,,0.4
"2019-10-05 00:00:00",loseit,,Peas,Peas,lunch,1,Serving,46,0.6,2.3,7.7,0.1,1.8,,,0
"2019-10-05 00:00:00",loseit,,"Stuffing, Sage & Onion",Onion,lunch,1,Serving,73,0.7,2,14.5,0,0.8,,,0.28
"2019-10-05 00:00:00",loseit,,"Bowl Of Beef Dripping Roasties",Beef,lunch,1,Serving,268,,,,,,,,
"2019-10-05 00:00:00",loseit,,"Gravy, Beef & Onion Gravy Per Ml",Beef,lunch,1,Serving,21,0.2,0,1.7,0.1,0.4,,,0.52
"2019-10-05 00:00:00",loseit,,"Premium Lemonade",Lemonade,lunch,330,Milliliters,36,,,7.92,,7.92,,,99
"2019-10-05 00:00:00",loseit,,"Apple Juice",Juice,snacks,1,Serving,11,0.8,0.8,2.83,0.2,2.83,0.8,,
"2019-10-05 00:00:00",loseit,,"Small Chips",FrenchFries,dinner,0.5,Serving,500,,,,,,,,
"2019-10-05 00:00:00",loseit,,"Tomato Ketchup",Ketchup,dinner,1,Tablespoon,17,0,0.3,4.29,0,4.14,0.15,0,118.29
"2019-10-05 00:00:00",loseit,,"Mushy Peas",Peas,dinner,1,Serving,90,0.78,6.44,15.33,0.11,1.89,2,,377.78
"2019-10-05 00:00:00",loseit,,"Double Strength Orange Squash",Orange,dinner,100,Milliliters,16,0.5,,,0.5,0.5,,,
"2019-10-06 00:00:00",loseit,,"Caramel Cappuccino, Skimmed, In, Med",Coffee,breakfast,1,Serving,163,1.5,11.3,26.8,0.7,26.1,0,0,300
"2019-10-06 00:00:00",loseit,,"Nutella Portion",Chocolate,breakfast,2.5,Teaspoons,375,7.5,1.25,13.75,,,,,
"2019-10-06 00:00:00",loseit,,"Bread, White, Toasted",WhiteBread,breakfast,2,Slices,160,1.2,6,33.6,0,2.4,1.8,0,294
"2019-10-06 00:00:00",loseit,,Breakfast,Breakfast,breakfast,1,Serving,150,9,1,15,1.5,0,2,0,310
"2019-10-06 00:00:00",loseit,,"Small McDonalds orange juice",OrangeJuice,breakfast,150,Milliliters,65,0,1.2,13,0,13,0.9,0,0
"2019-10-06 00:00:00",loseit,,"Cream of tomato soup",TomatoSoup,lunch,1,Can,102,6.4,,20.4,0.6,14.5,1.8,,1.6
"2019-10-06 00:00:00",loseit,,"Bread, White And, Butter",WhiteBread,lunch,2,Servings,340,18,7.2,35.8,11,2.2,,,1
"2019-10-06 00:00:00",loseit,,"Chocolate Coated Rice Cake Bar",Bar,lunch,1,Serving,93,4.8,,,2.8,6.1,,,0.1
"2019-10-06 00:00:00",loseit,,"Roast Chicken",Chicken,snacks,60,Grams,105,4.8,12,3.4,1.3,0.5,0.6,,
"2019-10-06 00:00:00",loseit,,"Apple Juice",Juice,snacks,1,Serving,11,0.8,0.8,2.83,0.2,2.83,0.8,,
"2019-10-06 00:00:00",loseit,,"Tomato and basil stir in sauce",Sauce,dinner,0.333,Container,44,3.6,,,,,,,
"2019-10-06 00:00:00",loseit,,"Honey And Mustard Chicken Pasta",Pasta,dinner,0.333,Serving,156,,,,,,,,
"2019-10-06 00:00:00",loseit,,"Tortelloni with spinach and ricotta",Pasta,dinner,0.333,Package,266,5.39,7.99,45.29,0.87,1.86,2.8,,219.78
"2019-10-06 00:00:00",loseit,,"Salad Crisp Sweetcorn",Corn,dinner,0.333,Serving,21,,,,,,,,
"2019-10-06 00:00:00",loseit,,"Garlic baguette",Baguette,dinner,25,Grams,88,3.61,2.6,11.67,1,0.83,7.78,0,0
"2019-10-06 00:00:00",loseit,,"Cucumber, Raw, Flesh and Skin",Cucumber,dinner,1,"Dry Cup",15,1.4,1.4,1.4,,1.4,1.4,0,4.16
"2019-10-06 00:00:00",loseit,,"Crunch bites",Yogurt,snacks,1,Serving,229,,,,,,,,
"2019-10-07 00:00:00",loseit,,"Breakfast, Sausage & Egg Mcmuffin",Breakfast,breakfast,1,Serving,430,,,,,,,,
"2019-10-07 00:00:00",loseit,,"Small McDonalds orange juice",OrangeJuice,breakfast,150,Milliliters,65,0,1.2,13,0,13,0.9,0,0
"2019-10-07 00:00:00",loseit,,Breakfast,Breakfast,breakfast,1,Serving,150,9,1,15,1.5,0,2,0,310
"2019-10-07 00:00:00",loseit,,"Caramel Cappuccino, Skimmed, In, Med",Coffee,snacks,1,Serving,163,1.5,11.3,26.8,0.7,26.1,0,0,300
"2019-10-07 00:00:00",loseit,,"Can Of Coke",CocaCola,snacks,12,Ounces,140,0,0,39,0,39,0,0,45
"2019-10-07 00:00:00",loseit,,Pizza,Pizza,lunch,0.5,Serving,192,8,7,21,3.5,3.35,2.25,,
"2019-10-07 00:00:00",loseit,,"Dessert Pots Milk Chocolate",Yogurt,lunch,1,Serving,149,7.3,,,4.6,16,,,
