occurred_at,source,source_id,name,icon,meal,quantity,units,calories,fat,protein,carbs,saturated_fat,sugars,fibre,cholesterol,sodium
"2020-11-19 00:00:00",loseit,,"Rice, Long Grain, Boiled In Bag, 62.5g Package",Rice,dinner,1,"Ind Package",216,0.7,4.5,47.2,0,0.3,,,0
"2020-11-19 00:00:00",loseit,,"Grande cappuccino 2 pumps off caramel",Coffee,snacks,1,Serving,150,,,,,22,,,
"2020-11-20 00:00:00",loseit,,"Milk, Semi-Skimmed, Pasteurised, Average",Milk,breakfast,150,Milliliters,69,3,6,7.5,1.5,7.5,0,9,64.5
"2020-11-20 00:00:00",loseit,,"Honey Cheerios",Cereal,breakfast,30,Grams,112,2,,,0.4,14.4,,,
"2020-11-20 00:00:00",loseit,,"Rich Tea Buscuits",Tea,lunch,3,Each,114,3.9,1.8,17.7,0.3,4.5,0.6,,
"2020-11-20 00:00:00",loseit,,"Burger, Fillet Tower",Hamburger,dinner,1,Serving,620,26.2,32,65,5.2,9.8,,,3.6
"2020-11-20 00:00:00",loseit,,"Fries, Regular",FrenchFries,dinner,1,Serving,310,14.6,4.2,41.8,2.1,0.4,,,0.1
"2020-11-20 00:00:00",loseit,,"Tango, Orange, Regular",Juice,dinner,1,Serving,100,0,0,24.9,0,24.6,,,0
"2020-11-20 00:00:00",loseit,,"Orange Juice, Chilled",OrangeJuice,snacks,250,Milliliters,90,0,2.5,22.5,0,22.5,0,0,2.5
"2020-11-21 00:00:00",loseit,,"Toast W Butter",Toast,lunch,2,Servings,200,1,,,0,,,,
"2020-11-21 00:00:00",loseit,,"Grande cappuccino 2 pumps off caramel",Coffee,lunch,1,Serving,150,,,,,22,,,
"2020-11-21 00:00:00",loseit,,"Coca Cola Cherry",CocaCola,lunch,1,Serving,226,,,,,56,,,
"2020-11-21 00:00:00",loseit,,"Toast W Butter",Toast,dinner,2,Servings,200,1,,,0,,,,
"2020-11-21 00:00:00",loseit,,"Beans, Baked, Canned",BakedBeans,dinner,1,Cup,238,0.94,12.2,53.48,0.18,20.14,10.37,0,867.79
"2020-11-21 00:00:00",loseit,,"Monster Munch, Pickled Onion (Grab Bag)",PotatoChip,snacks,40,Grams,197,10,2.4,24.7,0.8,1.2,0.7,,620
"2020-11-21 00:00:00",loseit,,"Cherry Coke Energy Drink",CocaCola,dinner,1,Serving,140,0,,39,0,39,,0,80
"2020-11-21 00:00:00",loseit,,"Twister Mini Ice Cream Lolly 8 X 50ml",Dish,dinner,1,Serving,44,1.3,0.5,18,,14,,,0.1
"2020-11-22 00:00:00",loseit,,"Ham And Salad Wrap",Wrap,lunch,0.333,Serving,140,,,,,,,,
"2020-11-22 00:00:00",loseit,,"Southern Chicken Bites",Chicken,lunch,1,Serving,103,4.5,12,3.9,1.2,0.8,0.5,,
"2020-11-22 00:00:00",loseit,,"Dessert Pots Milk Chocolate",Yogurt,lunch,1,Serving,149,7.3,,,4.6,16,,,
"2020-11-22 00:00:00",loseit,,"Toffee Latte",Coffee,snacks,16,Ounces,257,6,,27,3.9,25,7.7,0,0.25
"2020-11-22 00:00:00",loseit,,"Chicken Fajita Mix",Chicken,dinner,2,Servings,400,,,,,,,,
"2020-11-22 00:00:00",loseit,,"Roast Beef Flavour",PotatoChip,snacks,1,Package,197,,,,,,,,
"2020-11-23 00:00:00",loseit,,"Grande cappuccino 2 pumps off caramel",Coffee,breakfast,1,Serving,150,,,,,22,,,
"2020-11-23 00:00:00",loseit,,"Milk, Semi-Skimmed, Pasteurised, Average",Milk,breakfast,150,Milliliters,69,3,6,7.5,1.5,7.5,0,9,64.5
"2020-11-23 00:00:00",loseit,,"Cereal, Coco Pops",Cereal,breakfast,30,Grams,117,0.8,1.7,26,0.3,11,0.6,,0.23
"2020-11-23 00:00:00",loseit,,"Chicken Fajita Mix",Chicken,lunch,2,Servings,400,,,,,,,,
"2020-11-23 00:00:00",loseit,,"Cherry Coke Energy Drink",CocaCola,lunch,1,Serving,140,0,,39,0,39,,0,80
"2020-11-23 00:00:00",loseit,,"Sausage Caserole",Sausage,dinner,1,Serving,500,,,,,,,,
"2020-11-23 00:00:00",loseit,,"Potato, New, Peeled, Mashed w/ Milk & Butter",Potato,dinner,1,"Dry Cup",259,14.52,7.26,26.62,9.68,4.84,21.78,26.62,133.1
"2020-11-23 00:00:00",loseit,,"Carrots, Boiled in Unsalted Water",Carrot,dinner,1,"Dry Cup",46,1.6,1.6,9.6,0,9.6,4.8,0,46.4
"2020-11-23 00:00:00",loseit,,"Brocolli Boiled",Broccoli,dinner,2,Ounces,50,,,,,,,,
"2020-11-23 00:00:00",loseit,,"Garden Peas (Frozen)",Peas,dinner,35,Grams,42,1.26,8.26,12.6,0.28,3.64,7.7,,0
"2020-11-23 00:00:00",loseit,,"Banana Bread, Homemade",Cake,snacks,1,Slice,149,5.4,1.8,24.3,1.35,16.2,,13.95,76.95
"2020-11-23 00:00:00",loseit,,"Rock Cakes, Homemade",Biscuit,snacks,1,Each,216,8.4,2.8,34.72,2.8,17.92,0.56,19.4,213.92
"2020-11-24 00:00:00",loseit,,"Milk, Semi-Skimmed, Pasteurised, Average",Milk,breakfast,150,Milliliters,69,3,6,7.5,1.5,7.5,0,9,64.5
"2020-11-24 00:00:00",loseit,,"Cereal, Coco Pops",Cereal,breakfast,30,Grams,117,0.8,1.7,26,0.3,11,0.6,,0.23
"2020-11-24 00:00:00",loseit,,"Grande cappuccino 2 pumps off caramel",Coffee,breakfast,1,Serving,150,,,,,22,,,
"2020-11-24 00:00:00",loseit,,"Coffee, Instant, w/ Semi-Skimmed Milk",Coffee,lunch,350,Milliliters,25,0,3.5,3.5,0,3.5,,3.5,28
"2020-11-24 00:00:00",loseit,,"Coffee, Instant, w/ Semi-Skimmed Milk",Coffee,snacks,350,Milliliters,25,0,3.5,3.5,0,3.5,,3.5,28
"2020-11-24 00:00:00",loseit,,"Brocolli Boiled",Broccoli,dinner,2,Ounces,50,,,,,,,,
"2020-11-24 00:00:00",loseit,,"Garden Peas (Frozen)",Peas,dinner,35,Grams,42,1.26,8.26,12.6,0.28,3.64,7.7,,0
"2020-11-24 00:00:00",loseit,,"Sausage Caserole",Sausage,dinner,1,Serving,500,,,,,,,,
"2020-11-24 00:00:00",loseit,,"Carrots, Boiled in Unsalted Water",Carrot,dinner,1,"Dry Cup",46,1.6,1.6,9.6,0,9.6,4.8,0,46.4
"2020-11-24 00:00:00",loseit,,"Mini Naan",PitaSandwich,dinner,2,Servings,280,5,7.6,50.2,2,9.6,2.6,,304
"2020-11-24 00:00:00",loseit,,"Cherry Coke Energy Drink",CocaCola,snacks,1,Serving,140,0,,39,0,39,,0,80
"2020-11-24 00:00:00",loseit,,"Costco choc chip shortbread",Biscuit,snacks,1,Serving,326,15.66,3.96,41.92,3.97,,,,
"2020-11-25 00:00:00",loseit,,"Milk, Semi-Skimmed, Pasteurised, Average",Milk,breakfast,150,Milliliters,69,3,6,7.5,1.5,7.5,0,9,64.5
"2020-11-25 00:00:00",loseit,,"Cereal, Coco Pops",Cereal,breakfast,30,Grams,117,0.8,1.7,26,0.3,11,0.6,,0.23
"2020-11-25 00:00:00",loseit,,"Coca Cola Cherry",CocaCola,lunch,1,Serving,226,,,,,56,,,
"2020-11-25 00:00:00",loseit,,"Costco choc chip shortbread",Biscuit,lunch,1,Serving,326,15.66,3.96,41.92,3.97,,,,
"2020-11-25 00:00:00",loseit,,"Bbq Chicken And Rice",Rice,dinner,1,Serving,644,,,,,,,,
"2020-11-25 00:00:00",loseit,,"Costco choc chip shortbread",Biscuit,snacks,1,Serving,326,15.66,3.96,41.92,3.97,,,,
"2020-11-26 00:00:00",loseit,,"Milk, Semi-Skimmed, Pasteurised, Average",Milk,breakfast,150,Milliliters,69,3,6,7.5,1.5,7.5,0,9,64.5
"2020-11-26 00:00:00",loseit,,"Cereal, Coco Pops",Cereal,breakfast,30,Grams,117,0.8,1.7,26,0.3,11,0.6,,0.23
"2020-11-26 00:00:00",loseit,,"Grande cappuccino 2 pumps off caramel",Coffee,lunch,1,Serving,150,,,,,22,,,
"2020-11-26 00:00:00",loseit,,Sandwich,Sandwich,lunch,1,Serving,200,,,,,,,,
"2020-11-26 00:00:00",loseit,,"Coca Cola Cherry",CocaCola,lunch,1,Serving,226,,,,,56,,,
"2020-11-26 00:00:00",loseit,,"Mini Honeycomb Pieces",Pie,lunch,10,Grams,44,1.1,0.5,8.6,0.6,6.4,0.1,,
"2020-11-26 00:00:00",loseit,,"Lamb Casserole",Lamb,dinner,1,Serving,452,,,,,,,,
"2020-11-26 00:00:00",loseit,,"Baby New Potatoes",Potato,dinner,4,Pieces,213,0.13,0.67,6.93,,,,,
"2020-11-26 00:00:00",loseit,,"Mini Honeycomb Pieces",Pie,snacks,10,Grams,44,1.1,0.5,8.6,0.6,6.4,0.1,,
"2020-11-26 00:00:00",loseit,,"Costco choc chip shortbread",Biscuit,snacks,1,Serving,326,15.66,3.96,41.92,3.97,,,,
"2020-11-27 00:00:00",loseit,,"Milk, Semi-Skimmed, Pasteurised, Average",Milk,breakfast,150,Milliliters,69,3,6,7.5,1.5,7.5,0,9,64.5
"2020-11-27 00:00:00",loseit,,"Cereal, Coco Pops",Cereal,breakfast,30,Grams,117,0.8,1.7,26,0.3,11,0.6,,0.23
"2020-11-27 00:00:00",loseit,,"Baby New Potatoes",Potato,lunch,4,Pieces,213,0.13,0.67,6.93,,,,,
"2020-11-27 00:00:00",loseit,,"Lamb Casserole",Lamb,lunch,1,Serving,452,,,,,,,,
"2020-11-27 00:00:00",loseit,,"Cherry Coke Energy Drink",CocaCola,lunch,1,Serving,140,0,,39,0,39,,0,80
"2020-11-27 00:00:00",loseit,,"Chicken Curry And Rice",Curry,dinner,1,Serving,650,,,,,,,,
"2020-11-27 00:00:00",loseit,,"Mini Naan",PitaSandwich,dinner,2,Servings,280,5,7.6,50.2,2,9.6,2.6,,304
"2020-11-27 00:00:00",loseit,,"Mini Honeycomb Pieces",Pie,snacks,10,Grams,44,1.1,0.5,8.6,0.6,6.4,0.1,,
"2020-11-27 00:00:00",loseit,,"2 Mini Cucumbers",Cucumber,snacks,1,Stick,1,,,,,,,,
"2020-11-27 00:00:00",loseit,,"Grande cappuccino 2 pumps off caramel",Coffee,snacks,1,Serving,150,,,,,22,,,
"2020-11-27 00:00:00",loseit,,"Grande cappuccino 2 pumps off caramel",Coffee,lunch,1,Serving,150,,,,,22,,,
"2020-11-27 00:00:00",loseit,,"Costco choc chip shortbread",Biscuit,snacks,1,Serving,326,15.66,3.96,41.92,3.97,,,,
"2020-11-27 00:00:00",loseit,,"Roast Beef Flavour",PotatoChip,snacks,1,Package,197,,,,,,,,
"2020-11-27 00:00:00",loseit,,"Flake Cornetto",IceCream,snacks,1,Serving,247,12.6,3.3,29.9,9.3,21.1,,,
"2020-11-28 00:00:00",loseit,,"Grande cappuccino 2 pumps off caramel",Coffee,breakfast,1,Serving,150,,,,,22,,,
"2020-11-28 00:00:00",loseit,,"Grande cappuccino 2 pumps off caramel",Coffee,lunch,1,Serving,150,,,,,22,,,
"2020-11-28 00:00:00",loseit,,"Spaghetti Bolognese, Homemade",Pasta,dinner,1,Serving,378,15,20,42.5,5,5,2.5,42.5,230
"2020-11-28 00:00:00",loseit,,"Biscuit, Crumbly Oatie",Biscuit,dinner,5,Each,395,23,5,37.5,10.5,15.5,,,0.5
"2020-11-28 00:00:00",loseit,,"Bacon Sandwhich",Bacon,breakfast,1,Serving,210,,,,,,,,
"2020-11-29 00:00:00",loseit,,"Bacon Sandwhich",Bacon,breakfast,1,Serving,210,,,,,,,,
"2020-11-29 00:00:00",loseit,,"Rice Cake Bars Chocolate Orange",RiceCake,breakfast,1,Serving,92,,,,,,,,
"2020-11-29 00:00:00",loseit,,"Coffee, Cappuccino, Latte",Latte,lunch,180,Milliliters,49,1.8,3.6,5.4,1.8,3.6,0,5.4,45
"2020-11-29 00:00:00",loseit,,"Coca Cola Cherry",CocaCola,lunch,1,Serving,226,,,,,56,,,
"2020-11-29 00:00:00",loseit,,"Rubicon Mango Juice Drink",Juice,breakfast,100,Milliliters,235,0,,66,0,66,,,
"2020-11-29 00:00:00",loseit,,"Chow Mein, Chicken, Takeaway",StirFryNoodles,dinner,1,Serving,368,17.5,22.5,32.5,2.5,0,5,32.5,1165
"2020-11-29 00:00:00",loseit,,"Seaweed, Chinese Takeaway",Seaweed,dinner,0.333,Serving,67,,,,,,,,
"2020-11-29 00:00:00",loseit,,"Rice, Egg Fried, Takeaway",Rice,dinner,0.5,Serving,233,6.25,5,41.25,1.25,0,1.25,23.75,521.25
"2020-11-29 00:00:00",loseit,,Chocolate,Chocolate,snacks,2,Pieces,84,9.2,2,21,5.9,20.5,0.8,,
"2020-11-29 00:00:00",loseit,,"Cherry Coke Energy Drink",CocaCola,snacks,1,Serving,140,0,,39,0,39,,0,80
"2020-11-29 00:00:00",loseit,,"Biscuit, Crumbly Oatie",Biscuit,snacks,4,Each,316,18.4,4,30,8.4,12.4,,,0.4
"2020-11-30 00:00:00",loseit,,"Crepe, Plain, Restaurant",Turnover,breakfast,2,Each,284,13.2,4,38,1.8,24,1.6,,570
"2020-11-30 00:00:00",loseit,,"Cherry Coke Energy Drink",CocaCola,lunch,1,Serving,140,0,,39,0,39,,0,80
"2020-11-30 00:00:00",loseit,,Pastabake,Pasta,dinner,2,Servings,808,38,28,82,,20,,,976
"2020-11-30 00:00:00",loseit,,"Garlic pizza bread",Default,dinner,2,Slices,200,9.5,16.6,30.6,4.3,3.6,2.8,,44
"2020-11-30 00:00:00",loseit,,"Chow Mein, Chicken, Takeaway",StirFryNoodles,lunch,1,Serving,368,17.5,22.5,32.5,2.5,0,5,32.5,1165
"2020-11-30 00:00:00",loseit,,"Seaweed, Chinese Takeaway",Seaweed,lunch,0.333,Serving,67,,,,,,,,
"2020-11-30 00:00:00",loseit,,"Rice, Egg Fried, Takeaway",Rice,lunch,0.5,Serving,233,6.25,5,41.25,1.25,0,1.25,23.75,521.25
"2020-11-30 00:00:00",loseit,,Chocolate,Chocolate,snacks,2,Pieces,84,9.2,2,21,5.9,20.5,0.8,,
"2020-11-30 00:00:00",loseit,,"Happy christmas",Candy,snacks,0.5,Serving,172,0.1,0.55,42.5,10,29.45,0.5,0,0
"2020-12-01 00:00:00",loseit,,"Crepe, Plain, Restaurant",Turnover,breakfast,2,Each,284,13.2,4,38,1.8,24,1.6,,570
"2020-12-01 00:00:00",loseit,,"Coca Cola Cherry",CocaCola,lunch,1,Serving,226,,,,,56,,,
"2020-12-01 00:00:00",loseit,,"Grande cappuccino 2 pumps off caramel",Coffee,snacks,1,Serving,150,,,,,22,,,
"2020-12-01 00:00:00",loseit,,"Spaghetti Bolognese, Homemade",Pasta,lunch,1,Serving,378,15,20,42.5,5,5,2.5,42.5,230
"2020-12-01 00:00:00",loseit,,"Biscuit, Crumbly Oatie",Biscuit,lunch,2,Each,158,9.2,2,15,4.2,6.2,,,0.2
"2020-12-01 00:00:00",loseit,,"Mini Naan",PitaSandwich,dinner,2,Servings,280,5,7.6,50.2,2,9.6,2.6,,304
"2020-12-01 00:00:00",loseit,,Rice,Rice,dinner,250,Grams,370,2.6,7.8,76.8,,,4.2,,
"2020-12-01 00:00:00",loseit,,"Homemade Curry",Curry,dinner,1,Serving,333,,,,,,,,
"2020-12-01 00:00:00",loseit,,"Cherry Coke Energy Drink",CocaCola,dinner,1,Serving,140,0,,39,0,39,,0,80
"2020-12-01 00:00:00",loseit,,"Grande cappuccino 2 pumps off caramel",Coffee,snacks,1,Serving,150,,,,,22,,,
"2020-12-01 00:00:00",loseit,,"Pringles sour cream and onion",PotatoChip,snacks,40,Grams,214,13,1.8,22,1.2,1,1.2,1,0.56
"2020-12-02 00:00:00",loseit,,Pastabake,Pasta,lunch,1,Serving,404,19,14,41,,10,,,488
"2020-12-02 00:00:00",loseit,,"Irn Bru",Juice,lunch,330,Milliliters,138,0,0,35,0,35,0,0,8
"2020-12-02 00:00:00",loseit,,"Onion Rings, Crisps",Onion,snacks,125,Grams,649,33.88,7.63,77.25,3.13,9.13,1.88,,
"2020-12-02 00:00:00",loseit,,"Lamb Casserole",Lamb,dinner,1,Serving,452,,,,,,,,
"2020-12-02 00:00:00",loseit,,"Potato, New, Peeled, Mashed w/ Milk & Butter",Potato,dinner,1,"Dry Cup",259,14.52,7.26,26.62,9.68,4.84,21.78,26.62,133.1
"2020-12-02 00:00:00",loseit,,"Heavenly Chocolate Delight",Chocolate,snacks,4,Servings,380,,,,,,,,
"2020-12-02 00:00:00",loseit,,"Fudge minis",Chocolate,snacks,1,Piece,23,,,,,,0,,
"2020-12-02 00:00:00",loseit,,"Fudge minis",Chocolate,snacks,1,Piece,23,,,,,,0,,
"2020-12-02 00:00:00",loseit,,"Cookie, Gingersnap",Cookie,snacks,7,Each,204,4.8,2.74,37.68,1.2,9.76,1.8,0,320.46
"2020-12-03 00:00:00",loseit,,"Grande cappuccino 2 pumps off caramel",Coffee,breakfast,1,Serving,150,,,,,22,,,
"2020-12-03 00:00:00",loseit,,"Lamb Casserole",Lamb,lunch,1,Serving,452,,,,,,,,
"2020-12-03 00:00:00",loseit,,"Potato, New, Peeled, Mashed w/ Milk & Butter",Potato,lunch,1,"Dry Cup",259,14.52,7.26,26.62,9.68,4.84,21.78,26.62,133.1
"2020-12-03 00:00:00",loseit,,"Biscuit, Ginger Nut",BiscuitCracker,snacks,12,Pieces,564,20.4,7.2,86.4,9.6,37.2,2.4,,
"2020-12-03 00:00:00",loseit,,"Cherry Coke Energy Drink",CocaCola,lunch,1,Serving,140,0,,39,0,39,,0,80
"2020-12-03 00:00:00",loseit,,"Homemade Curry",Curry,dinner,1,Serving,333,,,,,,,,
"2020-12-03 00:00:00",loseit,,Rice,Rice,dinner,250,Grams,370,2.6,7.8,76.8,,,4.2,,
"2020-12-03 00:00:00",loseit,,"Split pots crunch vanilla flavour choco balls",Yogurt,snacks,1,Serving,197,7.8,4.8,26.3,5,21.5,0.8,,
"2020-12-03 00:00:00",loseit,,"Orange Juice, Chilled",OrangeJuice,snacks,250,Milliliters,90,0,2.5,22.5,0,22.5,0,0,2.5
"2020-12-04 00:00:00",loseit,,"Grande cappuccino 2 pumps off caramel",Coffee,breakfast,1,Serving,150,,,,,22,,,
"2020-12-04 00:00:00",loseit,,"Chicken And Bacon Ceasar Wrap",Wrap,lunch,1,Slice,463,18,25,48,6.2,3.2,2.7,,
"2020-12-04 00:00:00",loseit,,"Crispy Chicken Burrito",Chicken,dinner,1,Serving,380,,,,,,,,
"2020-12-04 00:00:00",loseit,,"Seasoned Fries",FrenchFries,dinner,0.5,Serving,130,9,2,17.5,1,1,2,2.5,310
"2020-12-04 00:00:00",loseit,,"Tango Orange, Regular",Dish,dinner,1,Serving,102,0,0,24.9,0,24.6,,,0
"2020-12-04 00:00:00",loseit,,"Biscuit, Ginger Nut",BiscuitCracker,snacks,4,Pieces,188,6.8,2.4,28.8,3.2,12.4,0.8,,
"2020-12-04 00:00:00",loseit,,"Can Of Coke",CocaCola,snacks,12,Ounces,140,0,0,39,0,39,0,0,45
"2020-12-04 00:00:00",loseit,,"Split pots crunch vanilla flavour choco balls",Yogurt,snacks,1,Serving,197,7.8,4.8,26.3,5,21.5,0.8,,
"2020-12-04 00:00:00",loseit,,"Mini Honeycomb Pieces",Pie,snacks,10,Grams,44,1.1,0.5,8.6,0.6,6.4,0.1,,
"2020-12-04 00:00:00",loseit,,"Orange Juice, Chilled",OrangeJuice,snacks,250,Milliliters,90,0,2.5,22.5,0,22.5,0,0,2.5
"2020-12-05 00:00:00",loseit,,"Grande cappuccino 2 pumps off caramel",Coffee,breakfast,1,Serving,150,,,,,22,,,
"2020-12-05 00:00:00",loseit,,"2 Mini Cucumbers",Cucumber,lunch,1,Stick,1,,,,,,,,
"2020-12-05 00:00:00",loseit,,"Cheese String",Cheese,lunch,1,Stick,61,4.5,4.6,0.5,2.8,,,,
"2020-12-05 00:00:00",loseit,,"Southern Chicken Bites",Chicken,lunch,1,Serving,103,4.5,12,3.9,1.2,0.8,0.5,,
"2020-12-05 00:00:00",loseit,,"Chocolate, Hot Chocolate, Instant",Chocolate,snacks,15,Grams,63,1.74,1.19,10.41,1.23,8.88,0.36,,0.29
"2020-12-05 00:00:00",loseit,,"Cherry Coke Energy Drink",CocaCola,snacks,1,Serving,140,0,,39,0,39,,0,80
"2020-12-05 00:00:00",loseit,,"crispy aromatic duck pancakes",Pancakes,dinner,4,Servings,652,36,,,,,,,
"2020-12-05 00:00:00",loseit,,"Orange Juice, Chilled",OrangeJuice,snacks,250,Milliliters,90,0,2.5,22.5,0,22.5,0,0,2.5
"2020-12-05 00:00:00",loseit,,"Split pots crunch vanilla flavour choco balls",Yogurt,snacks,1,Serving,197,7.8,4.8,26.3,5,21.5,0.8,,
"2020-12-05 00:00:00",loseit,,"Onion Rings Snacks 300g",Onion,snacks,150,Grams,774,40.8,9,91.8,3.6,10.8,2.4,,0
"2020-12-06 00:00:00",loseit,,"Grande cappuccino 2 pumps off caramel",Coffee,breakfast,1,Serving,150,,,,,22,,,
"2020-12-06 00:00:00",loseit,,"Cherry Coke Energy Drink",CocaCola,lunch,1,Serving,140,0,,39,0,39,,0,80
"2020-12-06 00:00:00",loseit,,"Roast Chicken",Chicken,dinner,60,Grams,105,4.8,12,3.4,1.3,0.5,0.6,,
"2020-12-06 00:00:00",loseit,,"Roast Parsnip",Parsnip,dinner,1,Cup,400,,,,,,,,
"2020-12-06 00:00:00",loseit,,"Baby New Potatoes",Potato,dinner,4,Pieces,213,0.13,0.67,6.93,,,,,
"2020-12-06 00:00:00",loseit,,"Stuffing, Sage & Onion",Onion,dinner,1,Serving,73,0.7,2,14.5,0,0.8,,,0.28
"2020-12-06 00:00:00",loseit,,"Carrots, Boiled in Unsalted Water",Carrot,dinner,1,"Dry Cup",46,1.6,1.6,9.6,0,9.6,4.8,0,46.4
"2020-12-06 00:00:00",loseit,,"Brussels Sprouts, Boiled in Unsalted Water",BrusselSprout,dinner,1,"Dry Cup",55,1.56,4.68,6.24,0,4.68,,0,3.12
"2020-12-06 00:00:00",loseit,,"Brocolli Boiled",Broccoli,dinner,2,Ounces,50,,,,,,,,
"2020-12-06 00:00:00",loseit,,"Gravy Granules",Sauce,dinner,50,Grams,199,8.15,0.85,29.9,5.6,6.1,1.5,0,7.17
"2020-12-06 00:00:00",loseit,,"Can Of Coke",CocaCola,snacks,12,Ounces,140,0,0,39,0,39,0,0,45
"2020-12-07 00:00:00",loseit,,"Grande cappuccino 2 pumps off caramel",Coffee,breakfast,1,Serving,150,,,,,22,,,
"2020-12-07 00:00:00",loseit,,"Crepe, Plain, Restaurant",Turnover,breakfast,2,Each,284,13.2,4,38,1.8,24,1.6,,570
"2020-12-07 00:00:00",loseit,,"Split pots crunch vanilla flavour choco balls",Yogurt,lunch,1,Serving,197,7.8,4.8,26.3,5,21.5,0.8,,
"2020-12-07 00:00:00",loseit,,"Grande cappuccino 2 pumps off caramel",Coffee,lunch,1,Serving,150,,,,,22,,,
"2020-12-07 00:00:00",loseit,,"Cherry Coke Energy Drink",CocaCola,lunch,1,Serving,140,0,,39,0,39,,0,80
"2020-12-07 00:00:00",loseit,,"Chicken Fajita Mix",Chicken,dinner,2,Servings,400,,,,,,,,
"2020-12-07 00:00:00",loseit,,"Mini cup cakes",Cupcake,snacks,1,Serving,100,,,,,,,,
"2020-12-07 00:00:00",loseit,,"Onion Rings Snacks 300g",Onion,snacks,150,Grams,774,40.8,9,91.8,3.6,10.8,2.4,,0
"2020-12-08 00:00:00",loseit,,"Cheese String",Cheese,lunch,1,Stick,61,4.5,4.6,0.5,2.8,,,,
"2020-12-08 00:00:00",loseit,,"Wrap With Ham Salad",Default,lunch,1,Serving,250,,,,,,,,
"2020-12-08 00:00:00",loseit,,"2 Mini Cucumbers",Cucumber,lunch,1,Stick,1,,,,,,,,
"2020-12-08 00:00:00",loseit,,"Cherry Coke Energy Drink",CocaCola,lunch,1,Serving,140,0,,39,0,39,,0,80
"2020-12-08 00:00:00",loseit,,"Fudge minis",Chocolate,snacks,1,Piece,23,,,,,,0,,
"2020-12-08 00:00:00",loseit,,"Orange Juice, Chilled",OrangeJuice,snacks,250,Milliliters,90,0,2.5,22.5,0,22.5,0,0,2.5
"2020-12-08 00:00:00",loseit,,"Spaghetti Bolognese, Homemade",Pasta,dinner,1,Serving,378,15,20,42.5,5,5,2.5,42.5,230
"2020-12-08 00:00:00",loseit,,"Can Of Coke",CocaCola,dinner,12,Ounces,140,0,0,39,0,39,0,0,45
"2020-12-08 00:00:00",loseit,,"Twister Mini Ice Cream Lolly 8 X 50ml",Dish,dinner,1,Serving,44,1.3,0.5,18,,14,,,0.1
"2020-12-08 00:00:00",loseit,,"Split pots crunch vanilla flavour choco balls",Yogurt,snacks,1,Serving,197,7.8,4.8,26.3,5,21.5,0.8,,
"2020-12-08 00:00:00",loseit,,"Fudge minis",Chocolate,snacks,1,Piece,23,,,,,,0,,
"2020-12-08 00:00:00",loseit,,"Orange Juice, Chilled",OrangeJuice,snacks,250,Milliliters,90,0,2.5,22.5,0,22.5,0,0,2.5
"2020-12-09 00:00:00",loseit,,"Grande cappuccino 2 pumps off caramel",Coffee,breakfast,1,Serving,150,,,,,22,,,
"2020-12-09 00:00:00",loseit,,"Onion Rings, Crisps",PotatoChip,lunch,17,Grams,86,4.2,1.1,11,0.4,0.8,0.5,,
"2020-12-09 00:00:00",loseit,,"Burger, Bacon Cheese",Hamburger,dinner,1,Serving,968,69,52,40,29.5,9,2,,1422
"2020-12-09 00:00:00",loseit,,"Oreo Milkshake",MilkShake,dinner,1,Serving,800,,,,,,,,
"2020-12-09 00:00:00",loseit,,"Can Of Coke",CocaCola,snacks,12,Ounces,140,0,0,39,0,39,0,0,45
"2020-12-10 00:00:00",loseit,,"Double Chocolate Crepe",Chocolate,breakfast,2,Servings,292,14.8,4.6,106,5,70,1.8,,
"2020-12-10 00:00:00",loseit,,"Beans, Baked, Canned",BakedBeans,lunch,1,Cup,238,0.94,12.2,53.48,0.18,20.14,10.37,0,867.79
"2020-12-10 00:00:00",loseit,,"Toast W Butter",Toast,lunch,2,Servings,200,1,,,0,,,,
"2020-12-10 00:00:00",loseit,,"Cherry Coke Energy Drink",CocaCola,lunch,1,Serving,140,0,,39,0,39,,0,80
"2020-12-10 00:00:00",loseit,,"Grande cappuccino 2 pumps off caramel",Coffee,snacks,1,Serving,150,,,,,22,,,
"2020-12-10 00:00:00",loseit,,"Tagliatelle Carbonara",Pasta,dinner,1,Serving,610,27,27,63,14,3,6,80,1150
"2020-12-10 00:00:00",loseit,,"Split pots crunch vanilla flavour choco balls",Yogurt,dinner,1,Serving,197,7.8,4.8,26.3,5,21.5,0.8,,
"2020-12-10 00:00:00",loseit,,"Sour Cream & Onion",PotatoChip,snacks,100,Grams,537,32,4.67,56.67,3,2.33,3,0,1400
"2020-12-11 00:00:00",loseit,,"Orange Juice, Chilled",OrangeJuice,breakfast,250,Milliliters,90,0,2.5,22.5,0,22.5,0,0,2.5
"2020-12-11 00:00:00",loseit,,"Hershey's milk chocolate",Chocolate,lunch,1,Serving,170,,,,,,,,
"2020-12-11 00:00:00",loseit,,Lifesavers,Candy,lunch,10,Servings,110,,0,,,,,,
"2020-12-11 00:00:00",loseit,,"Slow Cooked Beef Caserole",Beef,dinner,1,Serving,270,11,30,,5,1.3,,,
"2020-12-11 00:00:00",loseit,,"Potato, New, Peeled, Mashed w/ Milk & Butter",Potato,dinner,1,"Dry Cup",259,14.52,7.26,26.62,9.68,4.84,21.78,26.62,133.1
"2020-12-11 00:00:00",loseit,,"Grande cappuccino 2 pumps off caramel",Coffee,dinner,1,Serving,150,,,,,22,,,
